GWAS	set_id	analysis_class	TF	condition	membership_rule	n_genes_HGNC	n_genes_mapped_to_entrez	size_status	included_in_MAGMA	exact_membership_group_within_class_condition	n_TFs_with_exact_membership	NGENES_MAGMA	post_MAGMA_size_status	BETA	BETA_STD	SE	P	Q_BH_within_condition_class	Q_BH_across_analysis_class	Q_BH_across_primary_signed
T2D_suzuki2024	SCTF0684	positive	RREB1	palmitate	empirical_p_condition<0.01; split by rho sign	39	30	primary	True	positive|palmitate|D143	1	29	exploratory	0.75496	0.030004	0.23839	0.00077168	0.08341168	0.26912195	0.30473101481481485
T2D_suzuki2024	SCTF0685	positive	RXRA	palmitate	empirical_p_condition<0.01; split by rho sign	123	98	primary	True	positive|palmitate|D144	1	96	primary	0.00090941	6.5639e-05	0.12926	0.49719	0.7479097435897436	0.763438054054054	0.7813541011235955
T2D_suzuki2024	SCTF0686	positive	RXRB	palmitate	empirical_p_condition<0.01; split by rho sign	90	62	primary	True	positive|palmitate|D145	1	58	primary	-0.15974	-0.0089712	0.16527	0.83311	0.8886506666666667	0.8917207537688442	0.8979724855491329
T2D_suzuki2024	SCTF0687	positive	SALL4	palmitate	empirical_p_condition<0.01; split by rho sign	120	87	primary	True	positive|palmitate|D146	1	87	primary	0.27366	0.018808	0.14739	0.031688	0.348568	0.4169180425531914	0.45811622516556294
T2D_suzuki2024	SCTF0688	positive	SCRT1	palmitate	empirical_p_condition<0.01; split by rho sign	36	18	exploratory	True	positive|palmitate|D147	1	18	exploratory	0.30634	0.0095949	0.3272	0.17458	0.6080972549019608	0.587747392996109	0.6360623931623932
T2D_suzuki2024	SCTF0689	positive	SMAD2	palmitate	empirical_p_condition<0.01; split by rho sign	34	30	primary	True	positive|palmitate|D148	1	28	exploratory	-0.021197	-0.00082779	0.26007	0.53248	0.7764207407407407	0.797316274165202	0.8006285304659497
T2D_suzuki2024	SCTF0690	positive	SMAD3	palmitate	empirical_p_condition<0.01; split by rho sign	58	43	primary	True	positive|palmitate|D149	1	41	primary	-0.044909	-0.0021215	0.22204	0.58014	0.7764207407407407	0.8059365853658537	0.8153056281407035
T2D_suzuki2024	SCTF0691	positive	SMAD4	palmitate	empirical_p_condition<0.01; split by rho sign	77	58	primary	True	positive|palmitate|D150	1	54	primary	-0.02906	-0.0015749	0.18857	0.56124	0.7764207407407407	0.8059365853658537	0.8102013069647463
T2D_suzuki2024	SCTF0692	positive	SP1	palmitate	empirical_p_condition<0.01; split by rho sign	108	97	primary	True	positive|palmitate|D151	1	93	primary	0.082025	0.0058276	0.1389	0.27743	0.6372779487179487	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0693	positive	SP2	palmitate	empirical_p_condition<0.01; split by rho sign	121	100	primary	True	positive|palmitate|D007	2	96	primary	-0.045009	-0.0032486	0.13618	0.62949	0.7937348571428572	0.8206912556732223	0.8297597957580518
T2D_suzuki2024	SCTF0694	positive	SP3	palmitate	empirical_p_condition<0.01; split by rho sign	100	31	primary	True	positive|palmitate|D152	1	29	exploratory	-0.24904	-0.0098977	0.27219	0.81989	0.88528	0.8877471918678526	0.8929224918883841
T2D_suzuki2024	SCTF0695	positive	SP4	palmitate	empirical_p_condition<0.01; split by rho sign	107	73	primary	True	positive|palmitate|D153	1	71	primary	-0.022268	-0.0013832	0.16895	0.55243	0.7764207407407407	0.8059365853658537	0.8102013069647463
T2D_suzuki2024	SCTF0696	positive	SREBF1	palmitate	empirical_p_condition<0.01; split by rho sign	160	135	primary	True	positive|palmitate|D005	2	130	primary	0.28492	0.023909	0.11341	0.0060014	0.15089234285714287	0.26912195	0.32484997419354833
T2D_suzuki2024	SCTF0697	positive	SREBF2	palmitate	empirical_p_condition<0.01; split by rho sign	130	113	primary	True	positive|palmitate|D154	1	111	primary	0.1801	0.013972	0.12394	0.073101	0.49857176470588227	0.5149082950819672	0.5623547321428571
T2D_suzuki2024	SCTF0698	positive	TAF1	palmitate	empirical_p_condition<0.01; split by rho sign	139	118	primary	True	positive|palmitate|D155	1	112	primary	0.36932	0.028779	0.12564	0.0016464	0.09658879999999999	0.26912195	0.30473101481481485
T2D_suzuki2024	SCTF0699	positive	TEF	palmitate	empirical_p_condition<0.01; split by rho sign	80	54	primary	True	positive|palmitate|D156	1	52	primary	-0.14848	-0.007897	0.18214	0.79251	0.8842217721518988	0.8817589048239896	0.8831449933598938
T2D_suzuki2024	SCTF0700	positive	TFE3	palmitate	empirical_p_condition<0.01; split by rho sign	82	58	primary	True	positive|palmitate|D157	1	57	primary	0.37196	0.020709	0.18198	0.020486	0.2887212307692308	0.3582242352941176	0.40847314285714287
T2D_suzuki2024	SCTF0701	positive	TFEB	palmitate	empirical_p_condition<0.01; split by rho sign	29	23	exploratory	True	positive|palmitate|D158	1	22	exploratory	0.015828	0.000548	0.3132	0.47985	0.7408210526315789	0.7585012987012987	0.774964677574591
T2D_suzuki2024	SCTF0702	positive	THAP1	palmitate	empirical_p_condition<0.01; split by rho sign	56	34	primary	True	positive|palmitate|D159	1	34	primary	-0.035046	-0.0015079	0.23124	0.56023	0.7764207407407407	0.8059365853658537	0.8102013069647463
T2D_suzuki2024	SCTF0703	positive	USF1	palmitate	empirical_p_condition<0.01; split by rho sign	155	99	primary	True	positive|palmitate|D160	1	95	primary	0.11567	0.0083058	0.13412	0.19422	0.62205	0.6046411636363637	0.65495696
T2D_suzuki2024	SCTF0704	positive	USF2	palmitate	empirical_p_condition<0.01; split by rho sign	90	73	primary	True	positive|palmitate|D161	1	70	primary	0.14282	0.0088089	0.14835	0.16785	0.6080972549019608	0.5873990322580646	0.6357503603603604
T2D_suzuki2024	SCTF0705	positive	VEZF1	palmitate	empirical_p_condition<0.01; split by rho sign	52	44	primary	True	positive|palmitate|D162	1	44	primary	-0.24396	-0.011938	0.18335	0.90833	0.9304055813953487	0.932237689530686	0.9363898039215686
T2D_suzuki2024	SCTF0706	positive	XBP1	palmitate	empirical_p_condition<0.01; split by rho sign	128	89	primary	True	positive|palmitate|D163	1	85	primary	0.21503	0.014608	0.13913	0.061121	0.498	0.4897168598130841	0.5292325948717949
T2D_suzuki2024	SCTF0707	positive	YY1	palmitate	empirical_p_condition<0.01; split by rho sign	46	36	primary	True	positive|palmitate|D164	1	36	primary	0.041924	0.0018561	0.22848	0.42721	0.7203005607476635	0.7202664047151277	0.745929938016529
T2D_suzuki2024	SCTF0708	positive	YY2	palmitate	empirical_p_condition<0.01; split by rho sign	70	35	primary	True	positive|palmitate|D165	1	35	primary	-0.22244	-0.0097106	0.20805	0.8575	0.9009314285714286	0.9056023703703704	0.9109734556962026
T2D_suzuki2024	SCTF0709	positive	ZBTB33	palmitate	empirical_p_condition<0.01; split by rho sign	116	90	primary	True	positive|palmitate|D166	1	87	primary	0.062415	0.0042897	0.15947	0.34776	0.708060198019802	0.6906562237762237	0.724302808716707
T2D_suzuki2024	SCTF0710	positive	ZBTB7A	palmitate	empirical_p_condition<0.01; split by rho sign	151	135	primary	True	positive|palmitate|D167	1	132	primary	0.077624	0.0065633	0.11509	0.25001	0.6372779487179487	0.6497980748663101	0.6980312479201332
T2D_suzuki2024	SCTF0711	positive	ZEB1	palmitate	empirical_p_condition<0.01; split by rho sign	58	43	primary	True	positive|palmitate|D168	1	43	primary	0.26629	0.012882	0.23002	0.12351	0.5708717948717948	0.550800612244898	0.5907207162534435
T2D_suzuki2024	SCTF0712	positive	ZFP28	palmitate	empirical_p_condition<0.01; split by rho sign	82	64	primary	True	positive|palmitate|D169	1	63	primary	0.36637	0.021441	0.17031	0.015737	0.27941760000000004	0.32921685714285714	0.38903231428571433
T2D_suzuki2024	SCTF0713	positive	ZNF143	palmitate	empirical_p_condition<0.01; split by rho sign	68	52	primary	True	positive|palmitate|D003	2	50	primary	0.18551	0.0096755	0.18929	0.16354	0.6080972549019608	0.5854457142857142	0.633464331797235
T2D_suzuki2024	SCTF0714	positive	ZNF263	palmitate	empirical_p_condition<0.01; split by rho sign	82	63	primary	True	positive|palmitate|D170	1	61	primary	0.16988	0.0097833	0.17672	0.16822	0.6080972549019608	0.5873990322580646	0.6357503603603604
T2D_suzuki2024	SCTF0715	positive	ZNF740	palmitate	empirical_p_condition<0.01; split by rho sign	93	70	primary	True	positive|palmitate|D171	1	69	primary	0.15727	0.0096307	0.16018	0.1631	0.6080972549019608	0.5854457142857142	0.633464331797235
T2D_suzuki2024	SCTF0716	positive	ZNF76	palmitate	empirical_p_condition<0.01; split by rho sign	155	129	primary	True	positive|palmitate|D172	1	126	primary	-0.047215	-0.0039009	0.1222	0.65038	0.8004676923076922	0.8251582300884955	0.8328486016628873
T2D_suzuki2024	SCTF0717	positive	AR	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	43	33	primary	True	positive|Ex-4_HG|D005	2	31	primary	-0.051065	-0.0020982	0.25589	0.57909	0.7461487407407409	0.8059365853658537	0.8145121709974854
T2D_suzuki2024	SCTF0718	positive	ARID3A	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	69	56	primary	True	positive|Ex-4_HG|D002	3	54	primary	0.10575	0.0057311	0.18638	0.28524	0.5941681553398058	0.6497980748663101	0.7007799707174232
T2D_suzuki2024	SCTF0719	positive	ARID3B	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	85	51	primary	True	positive|Ex-4_HG|D015	1	50	primary	0.21716	0.011326	0.20965	0.15015	0.49665000000000004	0.5774750442477877	0.6188496821515892
T2D_suzuki2024	SCTF0720	positive	ARNT	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	69	39	primary	True	positive|Ex-4_HG|D016	1	38	primary	0.51189	0.023282	0.23426	0.014447	0.22589854545454546	0.32921685714285714	0.38903231428571433
T2D_suzuki2024	SCTF0721	positive	ARX	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	93	69	primary	True	positive|Ex-4_HG|D017	1	65	primary	-0.048494	-0.0028826	0.16009	0.61902	0.7624845390070921	0.8189519254658385	0.8275741884402218
T2D_suzuki2024	SCTF0722	positive	ATF1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	87	75	primary	True	positive|Ex-4_HG|D018	1	73	primary	0.078583	0.0049492	0.17077	0.3227	0.5941681553398058	0.6788651851851852	0.724302808716707
T2D_suzuki2024	SCTF0723	positive	ATF2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	57	30	primary	True	positive|Ex-4_HG|D019	1	30	primary	-0.22017	-0.0088995	0.22821	0.83265	0.8628117365269461	0.8917207537688442	0.8979724855491329
T2D_suzuki2024	SCTF0724	positive	ATF3	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	87	55	primary	True	positive|Ex-4_HG|D020	1	51	primary	0.041797	0.0022015	0.1934	0.41445	0.6308442477876106	0.7119181451612904	0.7379471111111112
T2D_suzuki2024	SCTF0725	positive	ATF7	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	72	43	primary	True	positive|Ex-4_HG|D021	1	43	primary	0.49412	0.023904	0.19888	0.0064908	0.1445717333333333	0.26912195	0.3254992585365854
T2D_suzuki2024	SCTF0726	positive	BACH1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	36	23	exploratory	True	positive|Ex-4_HG|D006	2	21	exploratory	-0.1155	-0.0039069	0.28692	0.65635	0.7785668965517242	0.8251582300884955	0.8328486016628873
T2D_suzuki2024	SCTF0727	positive	BACH2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	127	78	primary	True	positive|Ex-4_HG|D022	1	72	primary	-0.090542	-0.0056633	0.16576	0.70754	0.8115384415584415	0.849048	0.8535241696621135
T2D_suzuki2024	SCTF0728	positive	BHLHE40	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	62	42	primary	True	positive|Ex-4_HG|D023	1	38	primary	-0.055248	-0.0025129	0.20812	0.60467	0.7565507246376811	0.8116809448818898	0.8219482591093117
T2D_suzuki2024	SCTF0729	positive	BHLHE41	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	129	86	primary	True	positive|Ex-4_HG|D024	1	84	primary	0.26007	0.017564	0.14639	0.037834	0.27996685714285713	0.4169180425531914	0.45811622516556294
T2D_suzuki2024	SCTF0730	positive	BMAL1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	120	96	primary	True	positive|Ex-4_HG|D025	1	93	primary	0.33218	0.0236	0.13673	0.0075648	0.1445717333333333	0.26912195	0.3254992585365854
T2D_suzuki2024	SCTF0731	positive	CEBPB	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	88	56	primary	True	positive|Ex-4_HG|D026	1	54	primary	0.0060524	0.00032801	0.19565	0.48766	0.7063603174603174	0.7624696513761468	0.7764809677419354
T2D_suzuki2024	SCTF0733	positive	CEBPG	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	74	44	primary	True	positive|Ex-4_HG|D028	1	40	primary	0.2241	0.010457	0.21403	0.14755	0.49665000000000004	0.5774750442477877	0.6188496821515892
T2D_suzuki2024	SCTF0734	positive	CLOCK	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	64	44	primary	True	positive|Ex-4_HG|D029	1	43	primary	0.091292	0.0044164	0.22099	0.33977	0.5941681553398058	0.68826	0.724302808716707
T2D_suzuki2024	SCTF0735	positive	CPEB1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	74	44	primary	True	positive|Ex-4_HG|D030	1	44	primary	0.13514	0.0066127	0.21293	0.26283	0.5941681553398058	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0736	positive	CREB1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	42	27	exploratory	True	positive|Ex-4_HG|D031	1	27	exploratory	0.0029818	0.00011435	0.24267	0.4951	0.7063603174603174	0.7630407233273057	0.7800653658536585
T2D_suzuki2024	SCTF0737	positive	CREB3	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	24	21	exploratory	True	positive|Ex-4_HG|D032	1	18	exploratory	0.21035	0.0065882	0.33515	0.26513	0.5941681553398058	0.6497980748663101	0.698244227886057
T2D_suzuki2024	SCTF0738	positive	CREB3L1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	56	40	primary	True	positive|Ex-4_HG|D033	1	40	primary	0.071721	0.0033466	0.20674	0.36433	0.6025457692307692	0.7028228959276018	0.7302704057279237
T2D_suzuki2024	SCTF0739	positive	CREB3L2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	51	32	primary	True	positive|Ex-4_HG|D034	1	29	exploratory	0.065544	0.0026049	0.26124	0.40095	0.6212918918918918	0.7096882926829269	0.7360985776805251
T2D_suzuki2024	SCTF0740	positive	CREB5	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	115	89	primary	True	positive|Ex-4_HG|D035	1	85	primary	0.00029255	1.9875e-05	0.15678	0.49926	0.7063603174603174	0.7650530935251798	0.7823616246498599
T2D_suzuki2024	SCTF0741	positive	CREM	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	48	35	primary	True	positive|Ex-4_HG|D036	1	33	primary	-0.034527	-0.0014636	0.24243	0.55663	0.7461487407407409	0.8059365853658537	0.8102013069647463
T2D_suzuki2024	SCTF0742	positive	CTCF	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	75	60	primary	True	positive|Ex-4_HG|D003	3	59	primary	0.30522	0.017288	0.1704	0.03664	0.27996685714285713	0.4169180425531914	0.45811622516556294
T2D_suzuki2024	SCTF0743	positive	CUX2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	68	46	primary	True	positive|Ex-4_HG|D037	1	45	primary	-0.0084266	-0.000417	0.19254	0.51745	0.7063603174603174	0.7830682060390763	0.7901549454545455
T2D_suzuki2024	SCTF0744	positive	DBP	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	97	82	primary	True	positive|Ex-4_HG|D007	2	80	primary	0.24516	0.01616	0.1646	0.068202	0.3439426666666667	0.5142310088495575	0.5502065192307692
T2D_suzuki2024	SCTF0745	positive	EGR1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	96	66	primary	True	positive|Ex-4_HG|D038	1	64	primary	0.049729	0.0029332	0.17985	0.39109	0.6127421818181819	0.7096882926829269	0.7354862913907285
T2D_suzuki2024	SCTF0746	positive	ELF1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	43	33	primary	True	positive|Ex-4_HG|D005	2	31	primary	-0.051065	-0.0020982	0.25589	0.57909	0.7461487407407409	0.8059365853658537	0.8145121709974854
T2D_suzuki2024	SCTF0747	positive	ELF2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	53	32	primary	True	positive|Ex-4_HG|D039	1	30	primary	0.35916	0.014518	0.24579	0.071988	0.3439426666666667	0.5149082950819672	0.5623547321428571
T2D_suzuki2024	SCTF0748	positive	ELF3	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	79	48	primary	True	positive|Ex-4_HG|D040	1	47	primary	-0.047352	-0.0023946	0.20501	0.59133	0.7478585294117647	0.80656	0.8162556101556101
T2D_suzuki2024	SCTF0749	positive	ELF4	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	37	27	exploratory	True	positive|Ex-4_HG|D041	1	24	exploratory	0.64856	0.023452	0.28039	0.010367	0.17831239999999998	0.28728375	0.34818499999999997
T2D_suzuki2024	SCTF0750	positive	ELK1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	72	42	primary	True	positive|Ex-4_HG|D042	1	41	primary	0.28133	0.01329	0.21494	0.095293	0.38117199999999996	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0751	positive	ELK3	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	76	46	primary	True	positive|Ex-4_HG|D043	1	43	primary	-0.036403	-0.0017611	0.19725	0.57321	0.7461487407407409	0.8059365853658537	0.8137448223350253
T2D_suzuki2024	SCTF0752	positive	ELK4	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	57	31	primary	True	positive|Ex-4_HG|D044	1	29	exploratory	-0.21676	-0.0086148	0.27461	0.78504	0.8363842944785276	0.8789146911957949	0.8805462032085561
T2D_suzuki2024	SCTF0753	positive	ERF	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	31	26	exploratory	True	positive|Ex-4_HG|D045	1	26	exploratory	-0.25518	-0.0096034	0.25961	0.83717	0.8628117365269461	0.8932990738423029	0.8993672040946896
T2D_suzuki2024	SCTF0754	positive	ETS1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	101	78	primary	True	positive|Ex-4_HG|D046	1	76	primary	0.22873	0.014697	0.14326	0.055189	0.3273278620689655	0.4609904705882353	0.5088304505494506
T2D_suzuki2024	SCTF0755	positive	ETS2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	37	30	primary	True	positive|Ex-4_HG|D008	2	30	primary	0.1146	0.0046322	0.27406	0.33792	0.5941681553398058	0.6880459188544154	0.724302808716707
T2D_suzuki2024	SCTF0756	positive	ETV1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	35	25	exploratory	True	positive|Ex-4_HG|D047	1	24	exploratory	0.50018	0.018086	0.29606	0.045576	0.27996685714285713	0.4169180425531914	0.4594324047619047
T2D_suzuki2024	SCTF0757	positive	ETV3	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	101	61	primary	True	positive|Ex-4_HG|D048	1	60	primary	0.30053	0.017166	0.17078	0.039233	0.27996685714285713	0.4169180425531914	0.45811622516556294
T2D_suzuki2024	SCTF0758	positive	ETV4	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	82	59	primary	True	positive|Ex-4_HG|D049	1	57	primary	0.31347	0.017452	0.17296	0.034976	0.27996685714285713	0.4169180425531914	0.45811622516556294
T2D_suzuki2024	SCTF0759	positive	ETV5	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	156	93	primary	True	positive|Ex-4_HG|D050	1	89	primary	-0.031054	-0.0021585	0.14354	0.58564	0.7461487407407409	0.80656	0.8162556101556101
T2D_suzuki2024	SCTF0760	positive	ETV6	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	103	84	primary	True	positive|Ex-4_HG|D051	1	84	primary	0.20912	0.014124	0.15537	0.089166	0.38117199999999996	0.5226775796178343	0.5792708602150537
T2D_suzuki2024	SCTF0761	positive	FEV	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	36	28	exploratory	True	positive|Ex-4_HG|D052	1	28	exploratory	0.26498	0.010348	0.23936	0.13415	0.47924816326530617	0.557540487804878	0.6025626595744681
