GWAS	set_id	analysis_class	TF	condition	membership_rule	n_genes_HGNC	n_genes_mapped_to_entrez	size_status	included_in_MAGMA	exact_membership_group_within_class_condition	n_TFs_with_exact_membership	NGENES_MAGMA	post_MAGMA_size_status	BETA	BETA_STD	SE	P	Q_BH_within_condition_class	Q_BH_across_analysis_class	Q_BH_across_primary_signed
T1D	SCTF1425	negative	ZEB1	dex	empirical_p_condition<0.01; split by rho sign	129	97	primary	True	negative|dex|D165	1	97	primary	-0.045806	-0.0032369	0.10413	0.66999	0.9487483458646616	0.971774472361809	0.9676562854686157
T1D	SCTF1426	negative	ZFP28	dex	empirical_p_condition<0.01; split by rho sign	91	29	exploratory	True	negative|dex|D166	1	29	exploratory	0.057208	0.0022143	0.19595	0.38516	0.9487483458646616	0.971774472361809	0.9537913734939759
T1D	SCTF1427	negative	ZNF143	dex	empirical_p_condition<0.01; split by rho sign	90	63	primary	True	negative|dex|D167	1	63	primary	0.014698	0.00083779	0.13073	0.45524	0.9487483458646616	0.971774472361809	0.9537913734939759
T1D	SCTF1428	negative	ZNF263	dex	empirical_p_condition<0.01; split by rho sign	77	34	primary	True	negative|dex|D168	1	34	primary	0.029669	0.0012433	0.17874	0.43408	0.9487483458646616	0.971774472361809	0.9537913734939759
T1D	SCTF1429	negative	ZNF740	dex	empirical_p_condition<0.01; split by rho sign	115	47	primary	True	negative|dex|D169	1	47	primary	-0.14814	-0.0072962	0.15283	0.83379	0.9591123125	0.971774472361809	0.9841812553321145
T1D	SCTF1430	negative	ZNF76	dex	empirical_p_condition<0.01; split by rho sign	32	18	exploratory	True	negative|dex|D170	1	18	exploratory	-0.14932	-0.0045548	0.24469	0.72915	0.9487483458646616	0.971774472361809	0.9795244015444017
T1D	SCTF1431	negative	AR	palmitate	empirical_p_condition<0.01; split by rho sign	56	31	primary	True	negative|palmitate|D008	1	31	primary	-0.14193	-0.0056796	0.17944	0.78552	0.9850765662650601	0.971774472361809	0.9821926676602086
T1D	SCTF1432	negative	ARID3A	palmitate	empirical_p_condition<0.01; split by rho sign	19	14	exploratory	True	negative|palmitate|D009	1	14	exploratory	-0.026944	-0.00072489	0.2407	0.54456	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1433	negative	ARID3B	palmitate	empirical_p_condition<0.01; split by rho sign	50	39	primary	True	negative|palmitate|D010	1	39	primary	0.046643	0.0020931	0.17127	0.39268	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1434	negative	ARNT	palmitate	empirical_p_condition<0.01; split by rho sign	59	39	primary	True	negative|palmitate|D011	1	39	primary	-0.06521	-0.0029263	0.16295	0.65548	0.9850765662650601	0.971774472361809	0.9676562854686157
T1D	SCTF1435	negative	ARX	palmitate	empirical_p_condition<0.01; split by rho sign	71	63	primary	True	negative|palmitate|D012	1	63	primary	0.10393	0.0059242	0.13218	0.21584	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1436	negative	ATF1	palmitate	empirical_p_condition<0.01; split by rho sign	72	49	primary	True	negative|palmitate|D013	1	48	primary	0.075178	0.0037418	0.149	0.30694	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1437	negative	ATF2	palmitate	empirical_p_condition<0.01; split by rho sign	34	25	exploratory	True	negative|palmitate|D014	1	25	exploratory	-0.037499	-0.0013478	0.21151	0.57036	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1438	negative	ATF3	palmitate	empirical_p_condition<0.01; split by rho sign	76	55	primary	True	negative|palmitate|D015	1	55	primary	0.15487	0.0082498	0.13768	0.13033	0.9850765662650601	0.971774472361809	0.8853997570850202
T1D	SCTF1439	negative	ATF7	palmitate	empirical_p_condition<0.01; split by rho sign	136	92	primary	True	negative|palmitate|D016	1	92	primary	-0.016079	-0.0011067	0.10995	0.55813	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1440	negative	BACH1	palmitate	empirical_p_condition<0.01; split by rho sign	89	61	primary	True	negative|palmitate|D001	2	61	primary	0.2247	0.012603	0.13168	0.043977	0.9850765662650601	0.8705227540983606	0.7319059626168224
T1D	SCTF1441	negative	BACH2	palmitate	empirical_p_condition<0.01; split by rho sign	31	17	exploratory	True	negative|palmitate|D017	1	17	exploratory	-0.16007	-0.0047451	0.23759	0.74975	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1442	negative	BHLHE40	palmitate	empirical_p_condition<0.01; split by rho sign	23	19	exploratory	True	negative|palmitate|D018	1	19	exploratory	0.1858	0.0058226	0.21976	0.19893	0.9850765662650601	0.971774472361809	0.9491467914438502
T1D	SCTF1443	negative	BHLHE41	palmitate	empirical_p_condition<0.01; split by rho sign	57	33	primary	True	negative|palmitate|D019	1	33	primary	-0.07713	-0.0031843	0.17758	0.66798	0.9850765662650601	0.971774472361809	0.9676562854686157
T1D	SCTF1444	negative	BMAL1	palmitate	empirical_p_condition<0.01; split by rho sign	138	71	primary	True	negative|palmitate|D020	1	71	primary	0.053212	0.0032192	0.12963	0.34072	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1445	negative	CEBPB	palmitate	empirical_p_condition<0.01; split by rho sign	19	11	exploratory	True	negative|palmitate|D021	1	11	exploratory	-0.17129	-0.0040852	0.28714	0.72459	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1446	negative	CEBPD	palmitate	empirical_p_condition<0.01; split by rho sign	67	40	primary	True	negative|palmitate|D022	1	40	primary	-0.033759	-0.0015342	0.16548	0.58082	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1447	negative	CEBPG	palmitate	empirical_p_condition<0.01; split by rho sign	109	63	primary	True	negative|palmitate|D023	1	63	primary	0.15296	0.0087183	0.12866	0.11727	0.9850765662650601	0.971774472361809	0.8684204405286343
T1D	SCTF1448	negative	CLOCK	palmitate	empirical_p_condition<0.01; split by rho sign	89	69	primary	True	negative|palmitate|D024	1	69	primary	0.084353	0.005031	0.12246	0.24548	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1449	negative	CPEB1	palmitate	empirical_p_condition<0.01; split by rho sign	74	47	primary	True	negative|palmitate|D025	1	47	primary	-0.34577	-0.01703	0.1589	0.98522	0.99231	0.9876113106796116	0.9947046690734055
T1D	SCTF1450	negative	CREB1	palmitate	empirical_p_condition<0.01; split by rho sign	56	38	primary	True	negative|palmitate|D026	1	38	primary	-0.007712	-0.00034162	0.17275	0.5178	0.9850765662650601	0.971774472361809	0.9640192165397171
T1D	SCTF1451	negative	CREB3	palmitate	empirical_p_condition<0.01; split by rho sign	30	18	exploratory	True	negative|palmitate|D027	1	18	exploratory	-0.08296	-0.0025305	0.2702	0.62059	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1452	negative	CREB3L1	palmitate	empirical_p_condition<0.01; split by rho sign	59	42	primary	True	negative|palmitate|D028	1	42	primary	-0.012663	-0.00058965	0.16261	0.53104	0.9850765662650601	0.971774472361809	0.9654009041980623
T1D	SCTF1453	negative	CREB3L2	palmitate	empirical_p_condition<0.01; split by rho sign	65	38	primary	True	negative|palmitate|D029	1	38	primary	-0.22042	-0.009764	0.16661	0.90708	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1454	negative	CREB5	palmitate	empirical_p_condition<0.01; split by rho sign	36	20	exploratory	True	negative|palmitate|D030	1	20	exploratory	-0.1152	-0.0037039	0.23906	0.68506	0.9850765662650601	0.971774472361809	0.9692925969645867
T1D	SCTF1455	negative	CREM	palmitate	empirical_p_condition<0.01; split by rho sign	56	27	exploratory	True	negative|palmitate|D031	1	27	exploratory	0.05219	0.0019493	0.1964	0.39522	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1456	negative	CTCF	palmitate	empirical_p_condition<0.01; split by rho sign	20	13	exploratory	True	negative|palmitate|D032	1	13	exploratory	-0.18445	-0.0047821	0.28802	0.73904	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1457	negative	CUX2	palmitate	empirical_p_condition<0.01; split by rho sign	39	24	exploratory	True	negative|palmitate|D033	1	24	exploratory	0.28491	0.010033	0.18729	0.064113	0.9850765662650601	0.8705227540983606	0.7817048115942029
T1D	SCTF1458	negative	DBP	palmitate	empirical_p_condition<0.01; split by rho sign	42	22	exploratory	True	negative|palmitate|D034	1	22	exploratory	-0.21481	-0.0072432	0.21471	0.84145	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1459	negative	EGR1	palmitate	empirical_p_condition<0.01; split by rho sign	33	21	exploratory	True	negative|palmitate|D035	1	21	exploratory	-0.226	-0.0074454	0.22606	0.84128	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1460	negative	ELF1	palmitate	empirical_p_condition<0.01; split by rho sign	29	16	exploratory	True	negative|palmitate|D036	1	16	exploratory	-0.33764	-0.0097104	0.25265	0.90928	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1461	negative	ELF2	palmitate	empirical_p_condition<0.01; split by rho sign	16	11	exploratory	True	negative|palmitate|D002	2	11	exploratory	-0.27233	-0.0064949	0.31601	0.80558	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1462	negative	ELF3	palmitate	empirical_p_condition<0.01; split by rho sign	30	22	exploratory	True	negative|palmitate|D037	1	22	exploratory	-0.11708	-0.0039478	0.24015	0.68705	0.9850765662650601	0.971774472361809	0.9708910813076278
T1D	SCTF1463	negative	ELF4	palmitate	empirical_p_condition<0.01; split by rho sign	58	40	primary	True	negative|palmitate|D003	2	40	primary	-0.084316	-0.0038318	0.16747	0.69268	0.9850765662650601	0.971774472361809	0.9718369899665551
T1D	SCTF1465	negative	ELK3	palmitate	empirical_p_condition<0.01; split by rho sign	37	25	exploratory	True	negative|palmitate|D039	1	25	exploratory	-0.23557	-0.0084667	0.19226	0.88975	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1466	negative	ELK4	palmitate	empirical_p_condition<0.01; split by rho sign	43	27	exploratory	True	negative|palmitate|D040	1	27	exploratory	-0.13267	-0.0049553	0.19236	0.75481	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1467	negative	ERF	palmitate	empirical_p_condition<0.01; split by rho sign	44	32	primary	True	negative|palmitate|D041	1	32	primary	-0.30708	-0.012484	0.19191	0.94521	0.9850765662650601	0.9722832627646326	0.9841812553321145
T1D	SCTF1468	negative	ETS1	palmitate	empirical_p_condition<0.01; split by rho sign	38	17	exploratory	True	negative|palmitate|D004	2	17	exploratory	-0.33396	-0.0099	0.25451	0.90526	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1469	negative	ETS2	palmitate	empirical_p_condition<0.01; split by rho sign	51	36	primary	True	negative|palmitate|D042	1	36	primary	-0.082752	-0.0035681	0.15667	0.70132	0.9850765662650601	0.971774472361809	0.9767433637116818
T1D	SCTF1470	negative	ETV1	palmitate	empirical_p_condition<0.01; split by rho sign	21	14	exploratory	True	negative|palmitate|D043	1	14	exploratory	0.017715	0.00047661	0.28043	0.47482	0.9850765662650601	0.971774472361809	0.9540943608124254
T1D	SCTF1471	negative	ETV3	palmitate	empirical_p_condition<0.01; split by rho sign	64	36	primary	True	negative|palmitate|D044	1	36	primary	-0.12366	-0.0053319	0.17486	0.76027	0.9850765662650601	0.971774472361809	0.9802252227342549
T1D	SCTF1472	negative	ETV4	palmitate	empirical_p_condition<0.01; split by rho sign	38	32	primary	True	negative|palmitate|D045	1	32	primary	0.065129	0.0026479	0.182	0.36023	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1473	negative	ETV5	palmitate	empirical_p_condition<0.01; split by rho sign	57	43	primary	True	negative|palmitate|D046	1	43	primary	0.30813	0.014518	0.16142	0.028148	0.9850765662650601	0.8571556875	0.6319877894736843
T1D	SCTF1474	negative	ETV6	palmitate	empirical_p_condition<0.01; split by rho sign	34	26	exploratory	True	negative|palmitate|D047	1	26	exploratory	-0.06795	-0.0024905	0.19293	0.63765	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1475	negative	FEV	palmitate	empirical_p_condition<0.01; split by rho sign	35	20	exploratory	True	negative|palmitate|D048	1	20	exploratory	-0.41769	-0.013429	0.22619	0.96759	0.9850765662650601	0.9761506829268293	0.9858020765027322
T1D	SCTF1476	negative	FOS	palmitate	empirical_p_condition<0.01; split by rho sign	21	16	exploratory	True	negative|palmitate|D049	1	16	exploratory	-0.2624	-0.0075465	0.24934	0.85368	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1477	negative	FOXA1	palmitate	empirical_p_condition<0.01; split by rho sign	88	65	primary	True	negative|palmitate|D050	1	65	primary	-0.11885	-0.0068804	0.11879	0.84145	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1478	negative	FOXA2	palmitate	empirical_p_condition<0.01; split by rho sign	20	10	exploratory	True	negative|palmitate|D051	1	10	exploratory	-0.024414	-0.00055518	0.31771	0.53063	0.9850765662650601	0.971774472361809	0.9654009041980623
T1D	SCTF1479	negative	FOXA3	palmitate	empirical_p_condition<0.01; split by rho sign	36	29	exploratory	True	negative|palmitate|D052	1	29	exploratory	0.08426	0.0032614	0.19912	0.33609	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1480	negative	FOXJ2	palmitate	empirical_p_condition<0.01; split by rho sign	123	56	primary	True	negative|palmitate|D053	1	56	primary	-0.31373	-0.016863	0.14028	0.98734	0.99231	0.9885367757575757	0.9956469471153846
T1D	SCTF1481	negative	FOXJ3	palmitate	empirical_p_condition<0.01; split by rho sign	40	31	primary	True	negative|palmitate|D054	1	31	primary	-0.072408	-0.0028975	0.16705	0.66766	0.9850765662650601	0.971774472361809	0.9676562854686157
T1D	SCTF1482	negative	FOXK1	palmitate	empirical_p_condition<0.01; split by rho sign	42	32	primary	True	negative|palmitate|D055	1	32	primary	0.21387	0.0086949	0.18762	0.12718	0.9850765662650601	0.971774472361809	0.8777440650406503
T1D	SCTF1483	negative	FOXK2	palmitate	empirical_p_condition<0.01; split by rho sign	21	19	exploratory	True	negative|palmitate|D056	1	19	exploratory	-0.067942	-0.0021292	0.2421	0.6105	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1484	negative	FOXO1	palmitate	empirical_p_condition<0.01; split by rho sign	71	54	primary	True	negative|palmitate|D057	1	54	primary	0.17376	0.0091717	0.13674	0.10192	0.9850765662650601	0.971774472361809	0.8387680184331796
T1D	SCTF1485	negative	FOXO3	palmitate	empirical_p_condition<0.01; split by rho sign	29	23	exploratory	True	negative|palmitate|D058	1	23	exploratory	0.02765	0.00095323	0.21746	0.44941	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1486	negative	FOXO6	palmitate	empirical_p_condition<0.01; split by rho sign	95	47	primary	True	negative|palmitate|D059	1	47	primary	0.027363	0.0013477	0.13875	0.42183	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1487	negative	FOXP1	palmitate	empirical_p_condition<0.01; split by rho sign	54	42	primary	True	negative|palmitate|D060	1	42	primary	0.1021	0.0047541	0.16313	0.26571	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1488	negative	FOXP2	palmitate	empirical_p_condition<0.01; split by rho sign	89	63	primary	True	negative|palmitate|D061	1	63	primary	0.17312	0.0098679	0.13252	0.095715	0.9850765662650601	0.971774472361809	0.8387680184331796
T1D	SCTF1489	negative	GABPA	palmitate	empirical_p_condition<0.01; split by rho sign	51	33	primary	True	negative|palmitate|D062	1	33	primary	-0.014315	-0.00059099	0.16764	0.53402	0.9850765662650601	0.971774472361809	0.9654009041980623
T1D	SCTF1490	negative	GATA4	palmitate	empirical_p_condition<0.01; split by rho sign	34	25	exploratory	True	negative|palmitate|D063	1	25	exploratory	0.55123	0.019812	0.21459	0.0051076	0.8631844000000001	0.7091622999999999	0.47644602105263156
T1D	SCTF1491	negative	GATA6	palmitate	empirical_p_condition<0.01; split by rho sign	31	13	exploratory	True	negative|palmitate|D064	1	13	exploratory	-0.060274	-0.0015627	0.2758	0.58649	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1493	negative	GMEB2	palmitate	empirical_p_condition<0.01; split by rho sign	37	20	exploratory	True	negative|palmitate|D066	1	20	exploratory	-0.28977	-0.0093165	0.25037	0.87643	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1494	negative	HESX1	palmitate	empirical_p_condition<0.01; split by rho sign	45	27	exploratory	True	negative|palmitate|D067	1	27	exploratory	-0.24702	-0.0092261	0.20566	0.88513	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1495	negative	HIC1	palmitate	empirical_p_condition<0.01; split by rho sign	32	19	exploratory	True	negative|palmitate|D068	1	19	exploratory	-0.31971	-0.010019	0.21365	0.93272	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1496	negative	HIC2	palmitate	empirical_p_condition<0.01; split by rho sign	35	20	exploratory	True	negative|palmitate|D069	1	20	exploratory	-0.2961	-0.0095199	0.23456	0.89658	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1497	negative	HLF	palmitate	empirical_p_condition<0.01; split by rho sign	52	35	primary	True	negative|palmitate|D070	1	35	primary	0.040025	0.0017017	0.17737	0.41073	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1499	negative	HNF1B	palmitate	empirical_p_condition<0.01; split by rho sign	43	25	exploratory	True	negative|palmitate|D072	1	25	exploratory	0.04728	0.0016993	0.20888	0.41047	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1500	negative	HNF4A	palmitate	empirical_p_condition<0.01; split by rho sign	27	23	exploratory	True	negative|palmitate|D073	1	23	exploratory	-0.21436	-0.0073903	0.24154	0.81258	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1501	negative	HNF4G	palmitate	empirical_p_condition<0.01; split by rho sign	50	32	primary	True	negative|palmitate|D074	1	32	primary	0.0073354	0.00029823	0.16664	0.48244	0.9850765662650601	0.971774472361809	0.95646
T1D	SCTF1502	negative	ID2	palmitate	empirical_p_condition<0.01; split by rho sign	50	33	primary	True	negative|palmitate|D075	1	33	primary	0.099163	0.0040939	0.18677	0.29774	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1503	negative	IRF2	palmitate	empirical_p_condition<0.01; split by rho sign	74	47	primary	True	negative|palmitate|D076	1	46	primary	0.053578	0.0026107	0.15053	0.36095	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1505	negative	IRF7	palmitate	empirical_p_condition<0.01; split by rho sign	88	40	primary	True	negative|palmitate|D078	1	40	primary	0.039306	0.0017863	0.16732	0.40714	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1506	negative	IRF9	palmitate	empirical_p_condition<0.01; split by rho sign	78	47	primary	True	negative|palmitate|D079	1	47	primary	-0.22085	-0.010877	0.17097	0.90176	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1507	negative	ISL1	palmitate	empirical_p_condition<0.01; split by rho sign	108	56	primary	True	negative|palmitate|D080	1	56	primary	0.11141	0.0059881	0.13764	0.20914	0.9850765662650601	0.971774472361809	0.9491467914438502
T1D	SCTF1508	negative	ISX	palmitate	empirical_p_condition<0.01; split by rho sign	72	36	primary	True	negative|palmitate|D081	1	36	primary	-0.075222	-0.0032434	0.17626	0.66522	0.9850765662650601	0.971774472361809	0.9676562854686157
T1D	SCTF1509	negative	JDP2	palmitate	empirical_p_condition<0.01; split by rho sign	69	32	primary	True	negative|palmitate|D082	1	32	primary	-0.049078	-0.0019953	0.17054	0.61324	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1510	negative	JUN	palmitate	empirical_p_condition<0.01; split by rho sign	62	31	primary	True	negative|palmitate|D083	1	31	primary	0.23421	0.0093722	0.19247	0.11184	0.9850765662650601	0.971774472361809	0.8460294594594595
T1D	SCTF1511	negative	JUNB	palmitate	empirical_p_condition<0.01; split by rho sign	48	36	primary	True	negative|palmitate|D084	1	36	primary	0.024403	0.0010522	0.16847	0.44242	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1512	negative	JUND	palmitate	empirical_p_condition<0.01; split by rho sign	61	18	exploratory	True	negative|palmitate|D085	1	18	exploratory	0.052416	0.0015989	0.21828	0.40512	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1513	negative	KLF12	palmitate	empirical_p_condition<0.01; split by rho sign	25	18	exploratory	True	negative|palmitate|D086	1	18	exploratory	-0.17224	-0.0052537	0.2364	0.76687	0.9850765662650601	0.971774472361809	0.980327671641791
T1D	SCTF1514	negative	KLF13	palmitate	empirical_p_condition<0.01; split by rho sign	54	35	primary	True	negative|palmitate|D087	1	35	primary	-0.032176	-0.001368	0.18789	0.56799	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1515	negative	KLF15	palmitate	empirical_p_condition<0.01; split by rho sign	49	12	exploratory	True	negative|palmitate|D088	1	12	exploratory	-0.28581	-0.0071192	0.28554	0.84156	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1516	negative	KLF16	palmitate	empirical_p_condition<0.01; split by rho sign	35	13	exploratory	True	negative|palmitate|D089	1	13	exploratory	0.27986	0.0072555	0.25566	0.13684	0.9850765662650601	0.971774472361809	0.8982563099630996
T1D	SCTF1517	negative	KLF3	palmitate	empirical_p_condition<0.01; split by rho sign	54	41	primary	True	negative|palmitate|D090	1	41	primary	0.12872	0.0059221	0.14432	0.18624	0.9850765662650601	0.971774472361809	0.9461803603603604
T1D	SCTF1518	negative	KLF5	palmitate	empirical_p_condition<0.01; split by rho sign	65	36	primary	True	negative|palmitate|D091	1	36	primary	-0.17934	-0.0077327	0.18273	0.8368	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1519	negative	KLF6	palmitate	empirical_p_condition<0.01; split by rho sign	55	30	primary	True	negative|palmitate|D092	1	30	primary	-0.10453	-0.0041152	0.17732	0.72224	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1520	negative	LHX4	palmitate	empirical_p_condition<0.01; split by rho sign	92	45	primary	True	negative|palmitate|D093	1	45	primary	-0.092803	-0.0044727	0.14839	0.73413	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1521	negative	LMX1A	palmitate	empirical_p_condition<0.01; split by rho sign	89	61	primary	True	negative|palmitate|D001	2	61	primary	0.2247	0.012603	0.13168	0.043977	0.9850765662650601	0.8705227540983606	0.7319059626168224
T1D	SCTF1522	negative	LMX1B	palmitate	empirical_p_condition<0.01; split by rho sign	53	28	exploratory	True	negative|palmitate|D094	1	28	exploratory	-0.20864	-0.0079355	0.22679	0.8212	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1523	negative	MAF	palmitate	empirical_p_condition<0.01; split by rho sign	69	50	primary	True	negative|palmitate|D095	1	50	primary	-0.20628	-0.010478	0.14459	0.92315	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1524	negative	MAFB	palmitate	empirical_p_condition<0.01; split by rho sign	25	18	exploratory	True	negative|palmitate|D096	1	18	exploratory	-0.053457	-0.0016306	0.2546	0.58315	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1525	negative	MAFF	palmitate	empirical_p_condition<0.01; split by rho sign	20	11	exploratory	True	negative|palmitate|D005	2	11	exploratory	-0.26237	-0.0062575	0.32747	0.78849	0.9850765662650601	0.971774472361809	0.9822466369710469
T1D	SCTF1526	negative	MAFG	palmitate	empirical_p_condition<0.01; split by rho sign	31	14	exploratory	True	negative|palmitate|D097	1	14	exploratory	-0.4196	-0.011289	0.3222	0.90359	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1527	negative	MAFK	palmitate	empirical_p_condition<0.01; split by rho sign	43	15	exploratory	True	negative|palmitate|D098	1	15	exploratory	-0.49638	-0.013823	0.29783	0.9522	0.9850765662650601	0.9746185873605948	0.9841812553321145
T1D	SCTF1528	negative	MAX	palmitate	empirical_p_condition<0.01; split by rho sign	47	35	primary	True	negative|palmitate|D099	1	35	primary	0.27539	0.011708	0.18086	0.063927	0.9850765662650601	0.8705227540983606	0.7817048115942029
T1D	SCTF1530	negative	MBD2	palmitate	empirical_p_condition<0.01; split by rho sign	120	77	primary	True	negative|palmitate|D101	1	77	primary	0.032423	0.0020424	0.11163	0.38574	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1532	negative	MLX	palmitate	empirical_p_condition<0.01; split by rho sign	60	30	primary	True	negative|palmitate|D103	1	30	primary	0.027829	0.0010955	0.17907	0.43825	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1533	negative	MLXIP	palmitate	empirical_p_condition<0.01; split by rho sign	21	15	exploratory	True	negative|palmitate|D104	1	15	exploratory	-0.086695	-0.0024142	0.24419	0.63871	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1534	negative	MLXIPL	palmitate	empirical_p_condition<0.01; split by rho sign	19	17	exploratory	True	negative|palmitate|D105	1	17	exploratory	-0.66774	-0.019795	0.27551	0.99231	0.99231	0.99231	0.9976609826243259
T1D	SCTF1535	negative	MNT	palmitate	empirical_p_condition<0.01; split by rho sign	18	11	exploratory	True	negative|palmitate|D106	1	11	exploratory	0.54512	0.013001	0.34137	0.055158	0.9850765662650601	0.8705227540983606	0.7817048115942029
T1D	SCTF1536	negative	MNX1	palmitate	empirical_p_condition<0.01; split by rho sign	52	20	exploratory	True	negative|palmitate|D107	1	20	exploratory	-0.35522	-0.011421	0.23717	0.93289	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1537	negative	NEUROD1	palmitate	empirical_p_condition<0.01; split by rho sign	42	23	exploratory	True	negative|palmitate|D108	1	23	exploratory	0.010068	0.00034711	0.2131	0.48116	0.9850765662650601	0.971774472361809	0.95646
T1D	SCTF1538	negative	NFE2L2	palmitate	empirical_p_condition<0.01; split by rho sign	31	17	exploratory	True	negative|palmitate|D109	1	17	exploratory	0.0099764	0.00029574	0.23121	0.48279	0.9850765662650601	0.971774472361809	0.95646
T1D	SCTF1539	negative	NFIL3	palmitate	empirical_p_condition<0.01; split by rho sign	51	26	exploratory	True	negative|palmitate|D110	1	26	exploratory	-0.066727	-0.0024457	0.21328	0.6228	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1540	negative	NFYA	palmitate	empirical_p_condition<0.01; split by rho sign	36	23	exploratory	True	negative|palmitate|D111	1	23	exploratory	0.00075221	2.5933e-05	0.20801	0.49856	0.9850765662650601	0.971774472361809	0.961397519729425
T1D	SCTF1541	negative	NFYB	palmitate	empirical_p_condition<0.01; split by rho sign	44	25	exploratory	True	negative|palmitate|D112	1	25	exploratory	0.19007	0.0068314	0.18932	0.1577	0.9850765662650601	0.971774472361809	0.9126487372013651
T1D	SCTF1542	negative	NFYC	palmitate	empirical_p_condition<0.01; split by rho sign	107	74	primary	True	negative|palmitate|D113	1	74	primary	0.024766	0.0015295	0.1266	0.42245	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1543	negative	NKX6-1	palmitate	empirical_p_condition<0.01; split by rho sign	48	18	exploratory	True	negative|palmitate|D114	1	18	exploratory	0.022199	0.00067712	0.26991	0.46723	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1544	negative	NPAS2	palmitate	empirical_p_condition<0.01; split by rho sign	58	37	primary	True	negative|palmitate|D115	1	37	primary	-0.010937	-0.00047809	0.18492	0.52358	0.9850765662650601	0.971774472361809	0.9640192165397171
