frozen_archetype	motif_family	candidate_TF	annotation_source	membership_evidence	motif_compatibility_level	SCbeta_baseline_expression_logCPM	SCbeta_dynamic_range	max_abs_logFC	DE_in_any_condition	n_dynamic_conditions	usable_for_candidate_TF_assignment
CREB/ATF/2	CREB/ATF	ATF7	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.882	1.819	1.09	True	1	True
CREB/ATF/2	CREB/ATF	BATF3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
CREB/ATF/2	CREB/ATF	CREB3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.115	2.155	1.22	True	4	True
CREB/ATF/2	CREB/ATF	CREB5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.926	4.216	2.678	True	11	True
CREB/ATF/2	CREB/ATF	JDP2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.251	1.969	1.064	True	3	True
CREB/ATF/2	CREB/ATF	JUN	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.346	3.176	2.029	True	8	True
CREB/ATF/2	CREB/ATF	JUND	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.459	1.492	0.997	False	0	True
CREB/ATF/2	CREB/ATF	MAFB	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.691	2.748	1.671	True	3	True
CREB/ATF/2	CREB/ATF	XBP1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=50)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.208	1.363	0.724	False	0	True
CTCF	CTCF	CTCF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=265)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.38	2.281	1.241	True	2	True
CTCF	CTCF	CTCFL	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=265)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
CUX/4	CUX	CUX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=17)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.26	3.966	2.093	True	5	True
E2F/3	E2F	E2F7	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=157)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
E2F/3	E2F	E2F8	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=157)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/1	ETS	EHF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.541	1.861	1.622	True	5	False
ETS/1	ETS	ELF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.88	1.875	1.645	True	2	True
ETS/1	ETS	ELF2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.669	0.813	0.438	False	0	True
ETS/1	ETS	ELF3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.676	2.872	1.649	True	5	True
ETS/1	ETS	ELF4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.604	2.292	1.197	True	6	True
ETS/1	ETS	ELF5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/1	ETS	ELK1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.281	1.8	0.916	False	0	True
ETS/1	ETS	ELK3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.03	3.738	2.659	True	13	True
ETS/1	ETS	ELK4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.683	1.327	0.841	False	0	True
ETS/1	ETS	ERF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.047	3.252	1.716	True	8	True
ETS/1	ETS	ERG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.72	4.452	2.518	True	11	False
ETS/1	ETS	ETS1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.94	3.177	1.984	True	6	True
ETS/1	ETS	ETV1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.815	1.81	1.403	True	2	True
ETS/1	ETS	ETV2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/1	ETS	ETV3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.02	1.862	1.027	True	1	True
ETS/1	ETS	ETV4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.027	3.733	2.724	True	16	True
ETS/1	ETS	ETV5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.128	1.534	0.771	False	0	True
ETS/1	ETS	ETV6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.865	2.148	1.93	True	1	True
ETS/1	ETS	FEV	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.63	3.209	1.655	True	7	True
ETS/1	ETS	FLI1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/1	ETS	GABPA	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.621	2.253	1.546	True	6	True
ETS/1	ETS	SPDEF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/1	ETS	ZBTB7A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=98)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.657	4.113	2.238	True	8	True
ETS/2	ETS	EHF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.541	1.861	1.622	True	5	False
ETS/2	ETS	ELF2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.669	0.813	0.438	False	0	True
ETS/2	ETS	ELF3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.676	2.872	1.649	True	5	True
ETS/2	ETS	ELF5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/2	ETS	ELK4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.683	1.327	0.841	False	0	True
ETS/2	ETS	ERG	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.72	4.452	2.518	True	11	False
ETS/2	ETS	ETS1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.94	3.177	1.984	True	6	True
ETS/2	ETS	ETS2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.772	2.787	1.448	True	6	True
ETS/2	ETS	ETV2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ETS/2	ETS	ETV4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.027	3.733	2.724	True	16	True
ETS/2	ETS	ETV5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.128	1.534	0.771	False	0	True
ETS/2	ETS	ETV6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.865	2.148	1.93	True	1	True
ETS/2	ETS	FEV	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.63	3.209	1.655	True	7	True
ETS/2	ETS	FLI1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=96)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	ARNT	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.661	0.714	0.385	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	ARNTL	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	BHE40	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	BHLHB2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	BHLHB3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	BHLHE40	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.909	3.039	2.249	True	10	True
Ebox/CACGTG/1	Ebox/CACGTG	BHLHE41	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.104	1.875	0.98	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	BMAL1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.824	1.355	0.93	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	CLOCK	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.449	0.852	0.557	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	CREB3L1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.383	3.293	2.053	True	7	True
Ebox/CACGTG/1	Ebox/CACGTG	CREB3L2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.552	1.275	0.75	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	HES5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	HES7	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	HEY1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	HEY2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.965	2.196	1.698	True	4	False
Ebox/CACGTG/1	Ebox/CACGTG	ID2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.474	6.143	3.306	True	17	True
Ebox/CACGTG/1	Ebox/CACGTG	MAX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.894	1.257	0.969	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	MITF	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.356	2.959	1.977	True	11	True
Ebox/CACGTG/1	Ebox/CACGTG	MLX	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.473	1.466	0.769	False	0	True
Ebox/CACGTG/1	Ebox/CACGTG	MLXIP	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.492	1.854	1.08	True	4	True
Ebox/CACGTG/1	Ebox/CACGTG	MLXIPL	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.746	4.503	2.459	True	10	True
Ebox/CACGTG/1	Ebox/CACGTG	MNT	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.486	1.941	1.233	True	1	True
Ebox/CACGTG/1	Ebox/CACGTG	NPAS2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.088	2.886	2.03	True	5	True
Ebox/CACGTG/1	Ebox/CACGTG	SREBF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.329	2.665	1.418	True	5	True
Ebox/CACGTG/1	Ebox/CACGTG	SREBF2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	8.299	1.925	1.115	True	3	True
Ebox/CACGTG/1	Ebox/CACGTG	TFE3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.587	2.622	1.504	True	5	True
Ebox/CACGTG/1	Ebox/CACGTG	TFEB	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.984	4.259	2.968	True	13	True
Ebox/CACGTG/1	Ebox/CACGTG	TFEC	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CACGTG/1	Ebox/CACGTG	USF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.487	2.693	1.69	True	5	True
Ebox/CACGTG/1	Ebox/CACGTG	USF2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=58)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.834	3.411	1.881	True	11	True
Ebox/CAGATGG	Ebox/CAGATGG	ATOH1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	LYL1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	MSGN1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	NDF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	NDF2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	NEUROD1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.041	2.558	1.305	True	2	True
Ebox/CAGATGG	Ebox/CAGATGG	NGN2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	OLIG2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	PTF1A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	TAL1+TCF3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CAGATGG	Ebox/CAGATGG	TWST1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=63)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	ATOH1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	BHLHA15	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	BHLHE22	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	BHLHE23	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	NEUROD2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.56	3.683	2.229	True	14	False
Ebox/CATATG	Ebox/CATATG	NEUROG1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	NEUROG2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	OLIG1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	OLIG2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	OLIG3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
Ebox/CATATG	Ebox/CATATG	TWIST2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=62)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
FOX/4	FOX	ANDR	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
FOX/4	FOX	FOXA1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.272	1.922	0.967	False	0	True
FOX/4	FOX	FOXA2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.012	1.747	1.102	True	1	True
FOX/4	FOX	FOXA3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.445	3.458	2.171	True	9	True
FOX/4	FOX	FOXB1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
FOX/4	FOX	FOXC1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
FOX/4	FOX	FOXC2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
FOX/4	FOX	FOXD3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=79)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
