frozen_archetype	motif_family	candidate_TF	annotation_source	membership_evidence	motif_compatibility_level	SCbeta_baseline_expression_logCPM	SCbeta_dynamic_range	max_abs_logFC	DE_in_any_condition	n_dynamic_conditions	usable_for_candidate_TF_assignment
POU/1	POU	POU3F3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU3F4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU5F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU5F1B	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/1	POU	POU5F1P1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=85)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU1F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU3F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.258	2.849	1.876	True	1	True
POU/2	POU	POU3F2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU3F3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU3F4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU4F1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU4F2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
POU/2	POU	POU4F3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=82)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
PRDM1	PRDM1	PRDM1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=105)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.137	1.874	0.942	False	0	True
PRDM14	PRDM14	PRD14	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=149)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
REST/NRSF	REST/NRSF	REST	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=151)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.195	2.001	1.092	True	2	True
RFX/1	RFX	RFX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=247)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.079	2.67	1.492	True	5	True
RFX/1	RFX	RFX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=247)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.101	2.974	2.297	True	2	True
RFX/1	RFX	RFX3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=247)	exact Vierstra archetype cluster member gene	archetype_cluster_member	9.314	2.188	1.095	True	3	True
RFX/1	RFX	RFX4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=247)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.753	3.536	2.236	True	16	True
RFX/1	RFX	RFX5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=247)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.067	2.654	1.389	True	4	True
RFX/2	RFX	RFX2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=245)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.101	2.974	2.297	True	2	True
RFX/2	RFX	RFX3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=245)	exact Vierstra archetype cluster member gene	archetype_cluster_member	9.314	2.188	1.095	True	3	True
RFX/2	RFX	RFX4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=245)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.753	3.536	2.236	True	16	True
RFX/3	RFX	RFX5	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=246)	exact Vierstra archetype cluster member gene	archetype_cluster_member	2.067	2.654	1.389	True	4	True
RFX/3	RFX	RFX6	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=246)	exact Vierstra archetype cluster member gene	archetype_cluster_member	8.095	1.747	0.991	False	0	True
SCRT1	SCRT1	SCRT1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=66)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.603	3.685	1.862	True	6	True
SCRT1	SCRT1	SCRT2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=66)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
SMAD	SMAD	SMAD2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=129;147;207)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.819	1.108	0.561	False	0	True
SMAD	SMAD	SMAD2+SMAD3+SMAD4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=129;147;207)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
SMAD	SMAD	SMAD3	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=129;147;207)	exact Vierstra archetype cluster member gene	archetype_cluster_member	4.256	2.615	1.527	True	3	True
SMAD	SMAD	SMAD4	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=129;147;207)	exact Vierstra archetype cluster member gene	archetype_cluster_member	6.073	1.488	0.961	False	0	True
SMAD	SMAD	TBX20	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=129;147;207)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
SNAI2	SNAI2	SNAI2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=67)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.406	2.855	1.899	True	4	False
SNAI2	SNAI2	ZEB1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=67)	exact Vierstra archetype cluster member gene	archetype_cluster_member	8.555	0.946	0.487	False	0	True
SOX/8	SOX	SOX1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=202)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.937	2.222	1.23	True	1	False
SOX/8	SOX	SOX10	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=202)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
SOX/8	SOX	SOX8	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=202)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
SOX/8	SOX	SOX9	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=202)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
TFAP2/2	TFAP2	TCFAP2A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=263)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
TFAP2/2	TFAP2	TFAP2A	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=263)	exact Vierstra archetype cluster member gene	archetype_cluster_member	0.998	3.391	1.902	True	9	False
TFAP2/2	TFAP2	TFAP2B	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=263)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
TFAP2/2	TFAP2	TFAP2C	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=263)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
YY1	YY1	TYY1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=145)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
YY1	YY1	YY1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=145)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.851	1.309	0.701	False	0	True
YY1	YY1	YY2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=145)	exact Vierstra archetype cluster member gene	archetype_cluster_member	1.209	2.089	1.234	True	2	True
YY1	YY1	ZFP42	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=145)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZBTB14	ZBTB14	ZBT14	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=217)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZIC/2	ZIC	ZFP740	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=110)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZIC/2	ZIC	ZIC1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=110)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZIC/2	ZIC	ZNF740	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=110)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.355	1.547	0.918	False	0	True
ZNF136	ZNF136	ZN136	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=227)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF143	ZNF143	IKZF1	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=172;173)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF143	ZNF143	THA11	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=172;173)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF143	ZNF143	ZN143	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=172;173)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF143	ZNF143	ZNF143	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=172;173)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.267	1.437	0.798	False	0	True
ZNF143	ZNF143	ZNF76	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=172;173)	exact Vierstra archetype cluster member gene	archetype_cluster_member	5.271	1.747	1.007	True	1	True
ZNF28	ZNF28	ZFP28	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=107)	exact Vierstra archetype cluster member gene	archetype_cluster_member	3.446	1.853	1.01	True	1	True
ZNF317	ZNF317	ZN317	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=56)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF331	ZNF331	ZN331	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=270)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF335	ZNF335	SMAD2	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=153)	exact Vierstra archetype cluster member gene	archetype_cluster_member	7.819	1.108	0.561	False	0	True
ZNF335	ZNF335	ZN335	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=153)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF436	ZNF436	ZN436	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=118)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF563	ZNF563	ZN563	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=140)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
ZNF708	ZNF708	ZN708	Vierstra_cluster_member (lib_archetype_map, Cluster_ID=136)	exact Vierstra archetype cluster member gene	archetype_cluster_member				False	0	False
