TF	condition	database	n_query_genes	n_positive_rho_genes	n_negative_rho_genes	n_background_genes	n_pathways_tested	query_status	n_pathways_with_overlap	n_pathways_FDR_lt_0.05	minimum_P	minimum_BH_FDR
NFYA	dex	Hallmark	157	103	53	20749	50	testable	26	0	0.07199757163438862	1.0
NFYA	dex	Reactome	157	103	53	20749	1816	testable	410	0	0.0005604660113964445	1.0
NFYA	palmitate	GO_BP	99	58	36	20749	5392	testable	552	0	0.0023092362031360016	1.0
NFYA	palmitate	Hallmark	99	58	36	20749	50	testable	22	0	0.007752918032286474	0.3876459016143237
NFYA	palmitate	Reactome	99	58	36	20749	1816	testable	306	0	0.004891886416692593	1.0
NFYB	3-cyt	GO_BP	87	45	41	20749	5392	testable	600	0	0.0003600212510277686	1.0
NFYB	3-cyt	Hallmark	87	45	41	20749	50	testable	25	0	0.0010408842261439948	0.05204421130719974
NFYB	3-cyt	Reactome	87	45	41	20749	1816	testable	330	0	0.0009326737329384677	1.0
NFYB	Ex-4_HG	GO_BP	108	65	39	20749	5392	testable	656	0	0.00032575062127574204	1.0
NFYB	Ex-4_HG	Hallmark	108	65	39	20749	50	testable	29	0	0.019799545622499328	0.6292362402464041
NFYB	Ex-4_HG	Reactome	108	65	39	20749	1816	testable	315	0	0.0009437342774310433	1.0
NFYB	IFNg	GO_BP	149	61	86	20749	5392	testable	543	0	0.002007083630944759	1.0
NFYB	IFNg	Hallmark	149	61	86	20749	50	testable	30	0	0.05378200154826855	1.0
NFYB	IFNg	Reactome	149	61	86	20749	1816	testable	288	0	0.004404703393296032	1.0
NFYB	dex	GO_BP	141	88	52	20749	5392	testable	691	0	0.0006756077700940037	1.0
NFYB	dex	Hallmark	141	88	52	20749	50	testable	29	0	0.05574862028648377	1.0
NFYB	dex	Reactome	141	88	52	20749	1816	testable	434	0	0.0009416351090111591	0.8954169234830572
NFYB	palmitate	GO_BP	124	75	44	20749	5392	testable	548	0	0.0003501370466593078	0.9439694777934938
NFYB	palmitate	Hallmark	124	75	44	20749	50	testable	26	0	0.03868766706011943	0.6667660996246774
NFYB	palmitate	Reactome	124	75	44	20749	1816	testable	231	0	0.005059643483334672	1.0
NFYC	3-cyt	GO_BP	184	89	94	20749	5392	testable	831	0	0.000768526643530719	1.0
NFYC	3-cyt	Hallmark	184	89	94	20749	50	testable	38	0	0.023770019875725495	0.8787515023420708
NFYC	3-cyt	Reactome	184	89	94	20749	1816	testable	437	0	0.0030779348720597565	1.0
NFYC	Ex-4_HG	GO_BP	125	56	65	20749	5392	testable	500	0	0.0046151129028844705	1.0
NFYC	Ex-4_HG	Hallmark	125	56	65	20749	50	testable	19	0	0.0880528258747306	1.0
NFYC	Ex-4_HG	Reactome	125	56	65	20749	1816	testable	218	0	0.009112005454452073	1.0
NFYC	IFNg	GO_BP	205	63	140	20749	5392	testable	1021	0	0.0009952785454505188	1.0
NFYC	IFNg	Hallmark	205	63	140	20749	50	testable	37	0	0.0020970831732680063	0.10485415866340031
NFYC	IFNg	Reactome	205	63	140	20749	1816	testable	479	0	0.0025951169223452654	1.0
NFYC	dex	GO_BP	175	70	104	20749	5392	testable	957	0	0.0008071122268591245	1.0
NFYC	dex	Hallmark	175	70	104	20749	50	testable	26	0	0.014131388978682194	0.49082413254318963
NFYC	dex	Reactome	175	70	104	20749	1816	testable	333	0	0.0010373781303806883	1.0
NFYC	palmitate	GO_BP	180	68	107	20749	5392	testable	625	0	0.008149861455707022	1.0
NFYC	palmitate	Hallmark	180	68	107	20749	50	testable	30	0	0.09858023716475234	1.0
NFYC	palmitate	Reactome	180	68	107	20749	1816	testable	352	0	0.002024831098673922	1.0
NKX6-1	3-cyt	GO_BP	191	76	114	20749	5392	testable	968	0	0.0003936432072838759	1.0
NKX6-1	3-cyt	Hallmark	191	76	114	20749	50	testable	32	1	0.00049070507582799	0.024535253791399498
NKX6-1	3-cyt	Reactome	191	76	114	20749	1816	testable	499	18	8.434220219382126e-05	0.036997415155768903
NKX6-1	Ex-4_HG	GO_BP	178	110	64	20749	5392	testable	986	0	0.00024965051320827093	0.9759878453074845
NKX6-1	Ex-4_HG	Hallmark	178	110	64	20749	50	testable	41	1	2.576495553701114e-05	0.0012882477768505571
NKX6-1	Ex-4_HG	Reactome	178	110	64	20749	1816	testable	388	0	0.00021077461124526748	0.22600092468498578
NKX6-1	IFNg	GO_BP	189	106	81	20749	5392	testable	778	0	0.0016818874700466487	1.0
NKX6-1	IFNg	Hallmark	189	106	81	20749	50	testable	35	0	0.008249644110587576	0.373978816575409
NKX6-1	IFNg	Reactome	189	106	81	20749	1816	testable	348	0	0.00910658048724316	1.0
NKX6-1	dex	GO_BP	41	25	15	20749	5392	testable	283	0	0.00013594465845770648	0.6694085632359945
NKX6-1	dex	Hallmark	41	25	15	20749	50	testable	17	0	0.00380229901066851	0.1901149505334255
NKX6-1	dex	Reactome	41	25	15	20749	1816	testable	204	0	0.0003414923860642437	0.320270446518609
NKX6-1	palmitate	GO_BP	107	54	48	20749	5392	testable	585	0	0.00015701187289361062	0.4687521061108697
NKX6-1	palmitate	Hallmark	107	54	48	20749	50	testable	19	0	0.029551403010551668	1.0
NKX6-1	palmitate	Reactome	107	54	48	20749	1816	testable	351	0	0.011113133971619777	1.0
NPAS2	3-cyt	GO_BP	54	31	22	20749	5392	testable	252	0	0.0001384475810931206	0.7465093572541063
NPAS2	3-cyt	Hallmark	54	31	22	20749	50	testable	17	0	0.0476287785574812	0.8684387896081267
NPAS2	3-cyt	Reactome	54	31	22	20749	1816	testable	196	0	0.00029519025697144496	0.391804006614578
NPAS2	Ex-4_HG	GO_BP	143	87	52	20749	5392	testable	1122	0	2.6120543396105684e-05	0.14084196999180185
NPAS2	Ex-4_HG	Hallmark	143	87	52	20749	50	testable	38	0	0.01163461764016844	0.30526538336985515
NPAS2	Ex-4_HG	Reactome	143	87	52	20749	1816	testable	440	0	0.0006948001566448568	0.45646501443175275
NPAS2	IFNg	GO_BP	129	63	64	20749	5392	testable	517	0	0.0007891768360532572	1.0
NPAS2	IFNg	Hallmark	129	63	64	20749	50	testable	27	0	0.019737211949665028	0.9868605974832514
NPAS2	IFNg	Reactome	129	63	64	20749	1816	testable	326	0	0.0024302391157548777	1.0
NPAS2	dex	GO_BP	117	67	49	20749	5392	testable	686	0	9.422884524130461e-05	0.5080819335411144
NPAS2	dex	Hallmark	117	67	49	20749	50	testable	26	0	0.14652357398738078	1.0
NPAS2	dex	Reactome	117	67	49	20749	1816	testable	412	0	0.012345985725933954	1.0
NPAS2	palmitate	GO_BP	129	66	58	20749	5392	testable	589	0	6.415594746256511e-05	0.34592886871815104
NPAS2	palmitate	Hallmark	129	66	58	20749	50	testable	21	0	0.01703426551262583	0.8517132756312915
NPAS2	palmitate	Reactome	129	66	58	20749	1816	testable	247	0	0.0015859914964493262	1.0
NR1H3	3-cyt	GO_BP	206	87	118	20749	5392	testable	935	0	0.0033729045828454277	1.0
NR1H3	3-cyt	Hallmark	206	87	118	20749	50	testable	25	0	0.10961078013224235	1.0
NR1H3	3-cyt	Reactome	206	87	118	20749	1816	testable	298	0	0.0004909519592410341	0.891568757981718
NR1H3	Ex-4_HG	GO_BP	124	78	42	20749	5392	testable	767	0	6.172426338961075e-05	0.25345871813309784
NR1H3	Ex-4_HG	Hallmark	124	78	42	20749	50	testable	28	0	0.028314726575581664	0.9444165425540693
NR1H3	Ex-4_HG	Reactome	124	78	42	20749	1816	testable	353	0	0.0005231494539938569	0.9500394084528442
NR1H3	IFNg	GO_BP	69	33	34	20749	5392	testable	455	0	0.0001620813802914495	0.6946535425944221
NR1H3	IFNg	Hallmark	69	33	34	20749	50	testable	16	0	0.003577628792575745	0.17888143962878725
NR1H3	IFNg	Reactome	69	33	34	20749	1816	testable	209	0	0.0016111137843712415	1.0
NR1H3	dex	GO_BP	182	43	138	20749	5392	testable	729	0	0.0009041431395116688	1.0
NR1H3	dex	Hallmark	182	43	138	20749	50	testable	30	0	0.006752310495641009	0.31339376990148504
NR1H3	dex	Reactome	182	43	138	20749	1816	testable	400	0	0.002645337819951401	1.0
NR1H3	palmitate	GO_BP	147	106	36	20749	5392	testable	847	0	0.0001910838596262167	1.0
NR1H3	palmitate	Hallmark	147	106	36	20749	50	testable	31	0	0.016842005108808678	0.3268106388724428
NR1H3	palmitate	Reactome	147	106	36	20749	1816	testable	382	0	0.0002963416304088367	0.5381564008224475
NR1H4	3-cyt	GO_BP	98	46	51	20749	5392	testable	674	0	9.371150682570047e-05	0.5052924448041769
NR1H4	3-cyt	Hallmark	98	46	51	20749	50	testable	22	0	0.06039727304432434	1.0
NR1H4	3-cyt	Reactome	98	46	51	20749	1816	testable	417	0	5.013062264358993e-05	0.07048359175128385
NR1H4	Ex-4_HG	GO_BP	61	36	21	20749	5392	testable	497	0	1.9117478117822525e-05	0.06430572356904624
NR1H4	Ex-4_HG	Hallmark	61	36	21	20749	50	testable	25	0	0.0025995837796065997	0.09157210698860097
NR1H4	Ex-4_HG	Reactome	61	36	21	20749	1816	testable	128	0	0.00318148265217698	1.0
NR1H4	IFNg	GO_BP	168	109	57	20749	5392	testable	651	0	1.4617516570005784e-05	0.07881764934547118
NR1H4	IFNg	Hallmark	168	109	57	20749	50	testable	31	0	0.02308271354325682	0.6642410633262421
NR1H4	IFNg	Reactome	168	109	57	20749	1816	testable	424	0	0.004077887665781688	1.0
NR1H4	dex	GO_BP	208	156	51	20749	5392	testable	1068	0	0.00067585351652222	1.0
NR1H4	dex	Hallmark	208	156	51	20749	50	testable	29	0	0.013058734773677616	0.6529367386838808
NR1H4	dex	Reactome	208	156	51	20749	1816	testable	684	0	5.358241410651717e-05	0.09730566401743518
NR1H4	palmitate	GO_BP	153	104	44	20749	5392	testable	909	0	0.00025582788101120515	1.0
NR1H4	palmitate	Hallmark	153	104	44	20749	50	testable	33	0	0.07551306391320342	1.0
NR1H4	palmitate	Reactome	153	104	44	20749	1816	testable	460	0	0.003722344866552703	1.0
NR2C2	3-cyt	GO_BP	108	42	65	20749	5392	testable	522	0	0.010383297058315769	1.0
NR2C2	3-cyt	Hallmark	108	42	65	20749	50	testable	14	0	0.13111659023990083	1.0
NR2C2	3-cyt	Reactome	108	42	65	20749	1816	testable	227	0	0.0005543748777043865	1.0
NR2C2	Ex-4_HG	GO_BP	136	76	56	20749	5392	testable	768	0	0.0004907176377289476	1.0
NR2C2	Ex-4_HG	Hallmark	136	76	56	20749	50	testable	28	0	0.011478273362816092	0.2034005934634286
NR2C2	Ex-4_HG	Reactome	136	76	56	20749	1816	testable	585	0	0.0005699872442245774	0.9561647427712691
NR2C2	IFNg	GO_BP	164	63	99	20749	5392	testable	971	0	0.0006042701107197702	1.0
NR2C2	IFNg	Hallmark	164	63	99	20749	50	testable	32	0	0.0080698723792702	0.40349361896351005
NR2C2	IFNg	Reactome	164	63	99	20749	1816	testable	442	0	0.0006113111120228026	0.5521863946820781
NR2C2	dex	GO_BP	190	62	127	20749	5392	testable	1024	0	0.0002487320249171976	1.0
NR2C2	dex	Hallmark	190	62	127	20749	50	testable	32	0	0.09604207741971504	1.0
NR2C2	dex	Reactome	190	62	127	20749	1816	testable	504	0	0.001155644264528215	1.0
NR2C2	palmitate	GO_BP	114	60	49	20749	5392	testable	730	0	0.0006171726374002958	0.9338612156624382
NR2C2	palmitate	Hallmark	114	60	49	20749	50	testable	23	0	0.07110591893724984	1.0
NR2C2	palmitate	Reactome	114	60	49	20749	1816	testable	309	0	0.004813669934229272	1.0
NR2F1	3-cyt	GO_BP	198	101	96	20749	5392	testable	814	0	0.0008890631616398287	1.0
NR2F1	3-cyt	Hallmark	198	101	96	20749	50	testable	31	0	0.015375978525355612	0.6264908889168476
NR2F1	3-cyt	Reactome	198	101	96	20749	1816	testable	421	0	0.0018020572706796626	1.0
NR2F1	Ex-4_HG	GO_BP	141	71	66	20749	5392	testable	576	0	0.0009416351090111591	1.0
NR2F1	Ex-4_HG	Hallmark	141	71	66	20749	50	testable	26	0	0.01296373449309884	0.648186724654942
NR2F1	Ex-4_HG	Reactome	141	71	66	20749	1816	testable	229	0	0.0019909572896065282	1.0
NR2F1	IFNg	GO_BP	78	26	50	20749	5392	testable	452	0	0.0007506334048141404	1.0
NR2F1	IFNg	Hallmark	78	26	50	20749	50	testable	22	0	0.01582852536085823	0.7914262680429116
NR2F1	IFNg	Reactome	78	26	50	20749	1816	testable	261	0	0.0012921614218963935	0.6743634523376967
NR2F1	dex	GO_BP	168	63	104	20749	5392	testable	761	0	0.0001944691988037139	1.0
NR2F1	dex	Hallmark	168	63	104	20749	50	testable	30	0	0.019868305282253088	0.9934152641126545
NR2F1	dex	Reactome	168	63	104	20749	1816	testable	348	0	0.0001944691988037139	0.35315606502754443
NR2F1	palmitate	GO_BP	157	87	65	20749	5392	testable	725	0	0.0008365192140764474	1.0
NR2F1	palmitate	Hallmark	157	87	65	20749	50	testable	35	0	0.0058932553323038095	0.2946627666151905
NR2F1	palmitate	Reactome	157	87	65	20749	1816	testable	319	0	0.0015460278621233956	1.0
NR2F6	3-cyt	GO_BP	112	52	59	20749	5392	testable	558	0	0.001014188562876732	1.0
NR2F6	3-cyt	Hallmark	112	52	59	20749	50	testable	23	0	0.05089095798698362	1.0
NR2F6	3-cyt	Reactome	112	52	59	20749	1816	testable	243	0	0.010420321115648699	1.0
NR2F6	Ex-4_HG	GO_BP	72	44	24	20749	5392	testable	571	0	0.0002219176944411898	0.8627341276536225
NR2F6	Ex-4_HG	Hallmark	72	44	24	20749	50	testable	12	0	0.014078634088244522	0.7039317044122261
NR2F6	Ex-4_HG	Reactome	72	44	24	20749	1816	testable	226	0	0.00017652176689138063	0.1910447333103979
NR2F6	IFNg	GO_BP	62	51	9	20749	5392	testable	454	0	2.630457236147529e-05	0.14183425417307477
NR2F6	IFNg	Hallmark	62	51	9	20749	50	testable	22	0	0.07496603034278489	0.9523772859652497
NR2F6	IFNg	Reactome	62	51	9	20749	1816	testable	234	0	0.0001307639147646764	0.23746726921265235
NR2F6	dex	GO_BP	110	71	38	20749	5392	testable	703	0	0.00013183469643107413	0.7108526831563518
NR2F6	dex	Hallmark	110	71	38	20749	50	testable	23	0	0.05590032915548088	0.8050200153025419
NR2F6	dex	Reactome	110	71	38	20749	1816	testable	387	2	3.0250953518683195e-06	0.005493573158992868
NR2F6	palmitate	GO_BP	177	143	29	20749	5392	testable	1322	0	5.4481071107564134e-05	0.19869769387426842
NR2F6	palmitate	Hallmark	177	143	29	20749	50	testable	45	0	0.005703780589354538	0.14259451473386345
NR2F6	palmitate	Reactome	177	143	29	20749	1816	testable	664	0	8.561567711052131e-05	0.10782026163970079
NR3C1	3-cyt	GO_BP	69	38	30	20749	5392	testable	449	0	3.262645122447008e-05	0.17592182500234269
NR3C1	3-cyt	Hallmark	69	38	30	20749	50	testable	23	0	0.023117789284478146	0.9719219171617851
NR3C1	3-cyt	Reactome	69	38	30	20749	1816	testable	257	0	0.0009665144352420453	0.8157446906086894
NR3C1	Ex-4_HG	GO_BP	108	65	39	20749	5392	testable	656	0	0.00032575062127574204	1.0
NR3C1	Ex-4_HG	Hallmark	108	65	39	20749	50	testable	29	0	0.019799545622499328	0.6292362402464041
NR3C1	Ex-4_HG	Reactome	108	65	39	20749	1816	testable	315	0	0.0009437342774310433	1.0
NR3C1	IFNg	GO_BP	10	1	7	20749	5392	testable	114	0	0.00030625074933503694	1.0
NR3C1	IFNg	Hallmark	10	1	7	20749	50	testable	8	0	0.014367913951567444	0.46004128670124816
NR3C1	IFNg	Reactome	10	1	7	20749	1816	testable	21	0	0.004810111381630942	1.0
NR3C1	dex	GO_BP	90	40	49	20749	5392	testable	538	0	0.00018448916991800762	0.9947656041978971
NR3C1	dex	Hallmark	90	40	49	20749	50	testable	20	0	0.00509129956903856	0.254564978451928
NR3C1	dex	Reactome	90	40	49	20749	1816	testable	198	0	0.000656691262909169	0.9907484740017126
NR3C1	palmitate	GO_BP	104	25	74	20749	5392	testable	651	0	0.0008754482935015148	1.0
NR3C1	palmitate	Hallmark	104	25	74	20749	50	testable	22	0	0.09752843510759027	1.0
NR3C1	palmitate	Reactome	104	25	74	20749	1816	testable	209	0	0.0053838871366601124	1.0
NR3C2	3-cyt	GO_BP	87	32	54	20749	5392	testable	489	0	0.00014221244236806228	0.7668094892485918
NR3C2	3-cyt	Hallmark	87	32	54	20749	50	testable	21	1	0.0008306284591868685	0.04153142295934342
NR3C2	3-cyt	Reactome	87	32	54	20749	1816	testable	294	0	0.002837247417620661	1.0
NR3C2	Ex-4_HG	GO_BP	138	45	89	20749	5392	testable	701	0	0.000647314111562996	1.0
NR3C2	Ex-4_HG	Hallmark	138	45	89	20749	50	testable	31	0	0.018397824376919763	0.9198912188459881
NR3C2	Ex-4_HG	Reactome	138	45	89	20749	1816	testable	315	0	0.012292154186237685	1.0
NR3C2	IFNg	GO_BP	59	22	35	20749	5392	testable	354	0	0.000515104903427561	1.0
NR3C2	IFNg	Hallmark	59	22	35	20749	50	testable	15	0	0.025478763964399045	0.7205720047964725
NR3C2	IFNg	Reactome	59	22	35	20749	1816	testable	388	2	5.518016617813548e-06	0.006215150661369895
NR3C2	dex	GO_BP	162	78	83	20749	5392	testable	928	0	0.00047427974466863473	1.0
NR3C2	dex	Hallmark	162	78	83	20749	50	testable	34	1	0.00011696950767494857	0.0058484753837474285
NR3C2	dex	Reactome	162	78	83	20749	1816	testable	447	0	0.0017714149839822483	1.0
NR3C2	palmitate	GO_BP	137	87	45	20749	5392	testable	622	0	0.0011806745640499806	1.0
NR3C2	palmitate	Hallmark	137	87	45	20749	50	testable	24	0	0.02374337191619482	1.0
NR3C2	palmitate	Reactome	137	87	45	20749	1816	testable	228	0	0.006875697866675233	1.0
NRF1	3-cyt	GO_BP	179	87	91	20749	5392	testable	848	0	1.238895042783622e-05	0.0668012207068929
NRF1	3-cyt	Hallmark	179	87	91	20749	50	testable	27	0	0.17297039602478037	1.0
NRF1	3-cyt	Reactome	179	87	91	20749	1816	testable	418	0	0.01269769241660247	1.0
NRF1	Ex-4_HG	GO_BP	183	86	93	20749	5392	testable	765	0	0.0020918666350174674	1.0
NRF1	Ex-4_HG	Hallmark	183	86	93	20749	50	testable	26	0	0.01920482397885211	0.9602411989426055
NRF1	Ex-4_HG	Reactome	183	86	93	20749	1816	testable	418	0	0.004038090764023039	1.0
NRF1	IFNg	GO_BP	171	64	105	20749	5392	testable	862	0	0.0002326648843157298	1.0
NRF1	IFNg	Hallmark	171	64	105	20749	50	testable	34	0	0.0639525279652816	1.0
NRF1	IFNg	Reactome	171	64	105	20749	1816	testable	382	0	0.008466412702011044	1.0
NRF1	dex	GO_BP	114	32	81	20749	5392	testable	491	0	0.0013762276274311772	1.0
NRF1	dex	Hallmark	114	32	81	20749	50	testable	22	0	0.10437941656807237	1.0
NRF1	dex	Reactome	114	32	81	20749	1816	testable	308	0	0.014138702870424777	1.0
NRF1	palmitate	GO_BP	174	53	116	20749	5392	testable	965	0	0.0006432410088696552	1.0
NRF1	palmitate	Hallmark	174	53	116	20749	50	testable	36	0	0.006976082710291205	0.34880413551456024
NRF1	palmitate	Reactome	174	53	116	20749	1816	testable	478	9	9.18497822241601e-05	0.03203260095696771
NRL	3-cyt	GO_BP	183	89	93	20749	5392	testable	867	0	0.00023472115329193843	0.6832083683203402
NRL	3-cyt	Hallmark	183	89	93	20749	50	testable	34	1	0.000688862170627682	0.034443108531384097
NRL	3-cyt	Reactome	183	89	93	20749	1816	testable	451	0	0.001322033643127966	1.0
NRL	Ex-4_HG	GO_BP	184	103	77	20749	5392	testable	926	0	0.00010742832898187083	0.5792535498702475
NRL	Ex-4_HG	Hallmark	184	103	77	20749	50	testable	38	0	0.01102770398636485	0.5513851993182426
NRL	Ex-4_HG	Reactome	184	103	77	20749	1816	testable	472	0	0.0011460623417546795	1.0
NRL	IFNg	GO_BP	154	117	35	20749	5392	testable	844	0	0.00020915677239690333	0.5816250834428182
NRL	IFNg	Hallmark	154	117	35	20749	50	testable	31	0	0.006548429127805787	0.32742145639028936
NRL	IFNg	Reactome	154	117	35	20749	1816	testable	342	0	0.0046972638277516295	1.0
NRL	dex	GO_BP	193	129	63	20749	5392	testable	754	0	0.000510141926991134	1.0
NRL	dex	Hallmark	193	129	63	20749	50	testable	35	0	0.06143680710774186	1.0
NRL	dex	Reactome	193	129	63	20749	1816	testable	514	0	0.014649304824922115	1.0
NRL	palmitate	GO_BP	127	88	34	20749	5392	testable	679	0	3.564872868964145e-05	0.1922179450945467
NRL	palmitate	Hallmark	127	88	34	20749	50	testable	27	0	0.038281780757882376	0.913308368000965
NRL	palmitate	Reactome	127	88	34	20749	1816	testable	223	0	0.0016197687426175488	1.0
PATZ1	3-cyt	GO_BP	61	34	26	20749	5392	testable	413	0	0.000459683673362028	1.0
PATZ1	3-cyt	Hallmark	61	34	26	20749	50	testable	21	0	0.03004772718687885	0.6936163355645363
PATZ1	3-cyt	Reactome	61	34	26	20749	1816	testable	158	0	0.004752435529491556	1.0
PATZ1	Ex-4_HG	GO_BP	178	107	67	20749	5392	testable	596	0	0.009145098669435907	1.0
PATZ1	Ex-4_HG	Hallmark	178	107	67	20749	50	testable	26	0	0.010083246802376053	0.5041623401188027
PATZ1	Ex-4_HG	Reactome	178	107	67	20749	1816	testable	381	0	0.002090163275024358	1.0
PATZ1	IFNg	GO_BP	50	39	9	20749	5392	testable	448	0	0.0003698602535543737	1.0
PATZ1	IFNg	Hallmark	50	39	9	20749	50	testable	24	0	0.018688778144474612	0.6340708280621395
PATZ1	IFNg	Reactome	50	39	9	20749	1816	testable	167	0	0.0028648005394435517	1.0
PATZ1	dex	GO_BP	43	27	15	20749	5392	testable	239	0	0.0018776889479865263	1.0
PATZ1	dex	Hallmark	43	27	15	20749	50	testable	12	0	0.0551882661832651	1.0
PATZ1	dex	Reactome	43	27	15	20749	1816	testable	141	0	0.00559748656777712	1.0
PATZ1	palmitate	GO_BP	123	62	56	20749	5392	testable	597	0	0.0059279965300536915	1.0
PATZ1	palmitate	Hallmark	123	62	56	20749	50	testable	24	0	0.038123658350092064	1.0
PATZ1	palmitate	Reactome	123	62	56	20749	1816	testable	323	0	0.014487513446083731	1.0
PAX4	3-cyt	GO_BP	85	28	56	20749	5392	testable	439	0	0.00431715813641337	1.0
PAX4	3-cyt	Hallmark	85	28	56	20749	50	testable	18	0	0.05796927005249342	1.0
PAX4	3-cyt	Reactome	85	28	56	20749	1816	testable	184	0	0.0024316474180612795	1.0
PAX4	Ex-4_HG	GO_BP	95	45	46	20749	5392	testable	536	0	0.0004291438034845188	1.0
PAX4	Ex-4_HG	Hallmark	95	45	46	20749	50	testable	26	0	0.03606108026490718	0.8011928174419054
PAX4	Ex-4_HG	Reactome	95	45	46	20749	1816	testable	360	0	0.0033716156514494	1.0
PAX4	IFNg	GO_BP	135	72	61	20749	5392	testable	556	0	0.002169352759533138	1.0
PAX4	IFNg	Hallmark	135	72	61	20749	50	testable	32	0	0.019198371580200452	0.4964033787694293
PAX4	IFNg	Reactome	135	72	61	20749	1816	testable	362	0	0.00024997540899184944	0.4539553427291986
PAX4	dex	GO_BP	145	78	66	20749	5392	testable	724	0	0.002103770845497169	1.0
PAX4	dex	Hallmark	145	78	66	20749	50	testable	26	0	0.027639558934987433	0.7953475816678544
PAX4	dex	Reactome	145	78	66	20749	1816	testable	345	0	0.0025595116987506307	1.0
PAX4	palmitate	GO_BP	188	108	75	20749	5392	testable	1080	0	0.0009929774908049149	1.0
PAX4	palmitate	Hallmark	188	108	75	20749	50	testable	36	0	0.0212952839484752	1.0
PAX4	palmitate	Reactome	188	108	75	20749	1816	testable	429	0	0.0016324311242674099	1.0
PAX5	3-cyt	GO_BP	84	46	37	20749	5392	testable	605	0	0.0004149721830620319	1.0
PAX5	3-cyt	Hallmark	84	46	37	20749	50	testable	27	0	0.0021335337758978425	0.10667668879489212
PAX5	3-cyt	Reactome	84	46	37	20749	1816	testable	225	0	3.6875794624544254e-05	0.06290221783856627
PAX5	Ex-4_HG	GO_BP	141	88	49	20749	5392	testable	833	0	0.0004524227456618117	1.0
PAX5	Ex-4_HG	Hallmark	141	88	49	20749	50	testable	30	0	0.025573938905913467	0.7925222929553638
PAX5	Ex-4_HG	Reactome	141	88	49	20749	1816	testable	329	0	0.0005599723126088525	1.0
PAX5	IFNg	GO_BP	10	7	1	20749	5392	testable	114	0	0.00030625074933503694	1.0
PAX5	IFNg	Hallmark	10	7	1	20749	50	testable	8	0	0.014367913951567444	0.46004128670124816
PAX5	IFNg	Reactome	10	7	1	20749	1816	testable	21	0	0.004810111381630942	1.0
PAX5	dex	GO_BP	127	33	93	20749	5392	testable	579	0	0.0008057124747299471	1.0
PAX5	dex	Hallmark	127	33	93	20749	50	testable	20	0	0.09130189276087523	1.0
PAX5	dex	Reactome	127	33	93	20749	1816	testable	289	0	0.017637408334883198	1.0
PAX5	palmitate	GO_BP	122	53	64	20749	5392	testable	555	0	0.0046166391998199606	1.0
PAX5	palmitate	Hallmark	122	53	64	20749	50	testable	34	0	0.0014345896922874435	0.07172948461437217
