TF	condition	database	n_query_genes	n_positive_rho_genes	n_negative_rho_genes	n_background_genes	n_pathways_tested	query_status	n_pathways_with_overlap	n_pathways_FDR_lt_0.05	minimum_P	minimum_BH_FDR
LMX1B	dex	GO_BP	139	103	35	20749	5392	testable	774	0	0.0006566793068399584	1.0
LMX1B	dex	Hallmark	139	103	35	20749	50	testable	29	0	0.007856745273086435	0.24369764779471909
LMX1B	dex	Reactome	139	103	35	20749	1816	testable	452	1	1.2845862198500024e-05	0.023328085752476045
LMX1B	palmitate	GO_BP	158	100	53	20749	5392	testable	796	0	5.746990441519962e-05	0.30987772460675633
LMX1B	palmitate	Hallmark	158	100	53	20749	50	testable	28	0	0.0012580982426467515	0.06290491213233758
LMX1B	palmitate	Reactome	158	100	53	20749	1816	testable	473	0	0.0002255693443635403	0.4096339293641892
MAF	3-cyt	GO_BP	171	80	90	20749	5392	testable	961	0	0.00018948695088977062	1.0
MAF	3-cyt	Hallmark	171	80	90	20749	50	testable	37	0	0.02218096121364763	0.6544126251402452
MAF	3-cyt	Reactome	171	80	90	20749	1816	testable	553	0	0.0002631709293772805	0.36389871645420496
MAF	Ex-4_HG	GO_BP	203	120	79	20749	5392	testable	1014	0	0.0019366214202629827	1.0
MAF	Ex-4_HG	Hallmark	203	120	79	20749	50	testable	34	0	0.06004428182320283	1.0
MAF	Ex-4_HG	Reactome	203	120	79	20749	1816	testable	507	0	0.00025664636959976916	0.2853965050355044
MAF	IFNg	GO_BP	71	34	35	20749	5392	testable	358	0	0.0034218333130765044	1.0
MAF	IFNg	Hallmark	71	34	35	20749	50	testable	14	0	0.10196405469477833	1.0
MAF	IFNg	Reactome	71	34	35	20749	1816	testable	273	0	0.00603413335675829	1.0
MAF	dex	GO_BP	153	67	85	20749	5392	testable	762	0	0.0011072130577153224	1.0
MAF	dex	Hallmark	153	67	85	20749	50	testable	22	0	0.04010116637497367	1.0
MAF	dex	Reactome	153	67	85	20749	1816	testable	324	0	0.00079471364523445	1.0
MAF	palmitate	GO_BP	192	118	69	20749	5392	testable	942	0	0.0003187946186584764	0.9834424392890886
MAF	palmitate	Hallmark	192	118	69	20749	50	testable	28	0	0.05090073066861259	1.0
MAF	palmitate	Reactome	192	118	69	20749	1816	testable	480	0	0.0005113184851987174	0.47372323890066176
MAFB	3-cyt	GO_BP	91	50	40	20749	5392	testable	438	0	0.00013562294009961378	0.5308902052937967
MAFB	3-cyt	Hallmark	91	50	40	20749	50	testable	26	0	0.0023725910597953595	0.11862955298976798
MAFB	3-cyt	Reactome	91	50	40	20749	1816	testable	239	0	0.000523614628864353	0.950884166017665
MAFB	Ex-4_HG	GO_BP	178	108	66	20749	5392	testable	686	0	0.001493964802272939	1.0
MAFB	Ex-4_HG	Hallmark	178	108	66	20749	50	testable	32	0	0.04739954264058526	1.0
MAFB	Ex-4_HG	Reactome	178	108	66	20749	1816	testable	430	0	0.005364292685074057	1.0
MAFB	IFNg	GO_BP	31	21	8	20749	5392	testable	165	0	0.00032563166696217527	1.0
MAFB	IFNg	Hallmark	31	21	8	20749	50	testable	14	0	0.016793751177107432	0.3551694962112047
MAFB	IFNg	Reactome	31	21	8	20749	1816	testable	39	0	0.014843628071894389	1.0
MAFB	dex	GO_BP	153	89	63	20749	5392	testable	891	0	0.00079471364523445	1.0
MAFB	dex	Hallmark	153	89	63	20749	50	testable	27	0	0.040742519646706915	1.0
MAFB	dex	Reactome	153	89	63	20749	1816	testable	309	0	0.0014691415750185393	1.0
MAFB	palmitate	GO_BP	159	129	25	20749	5392	testable	705	0	0.002522075606011886	1.0
MAFB	palmitate	Hallmark	159	129	25	20749	50	testable	33	0	0.03763974143087669	1.0
MAFB	palmitate	Reactome	159	129	25	20749	1816	testable	419	0	0.0043061221786061055	1.0
MAFF	3-cyt	GO_BP	88	38	49	20749	5392	testable	486	2	1.5775135378177568e-05	0.048326725881804464
MAFF	3-cyt	Hallmark	88	38	49	20749	50	testable	22	0	0.03788195285487882	1.0
MAFF	3-cyt	Reactome	88	38	49	20749	1816	testable	278	0	0.0009540878250653719	1.0
MAFF	Ex-4_HG	GO_BP	192	94	94	20749	5392	testable	1036	0	0.0005048881035785169	0.9482483126764336
MAFF	Ex-4_HG	Hallmark	192	94	94	20749	50	testable	39	0	0.009832056911685073	0.2743708867940127
MAFF	Ex-4_HG	Reactome	192	94	94	20749	1816	testable	586	2	1.185476744071968e-05	0.02152825767234694
MAFF	IFNg	GO_BP	96	64	30	20749	5392	testable	551	0	0.005471823676112937	1.0
MAFF	IFNg	Hallmark	96	64	30	20749	50	testable	22	0	0.0272496968806066	0.8258596537333591
MAFF	IFNg	Reactome	96	64	30	20749	1816	testable	282	0	0.000777344090755366	0.8449328633947361
MAFF	dex	GO_BP	139	71	67	20749	5392	testable	805	0	0.0001330839372764011	0.7175885897943547
MAFF	dex	Hallmark	139	71	67	20749	50	testable	33	0	0.007856745273086435	0.39283726365432176
MAFF	dex	Reactome	139	71	67	20749	1816	testable	357	0	0.004418535023048878	1.0
MAFF	palmitate	GO_BP	185	160	20	20749	5392	testable	1159	6	6.41242925464942e-07	0.003457581854106967
MAFF	palmitate	Hallmark	185	160	20	20749	50	testable	38	0	0.0023733894536589178	0.11866947268294589
MAFF	palmitate	Reactome	185	160	20	20749	1816	testable	485	0	0.001558989538225714	1.0
MAFG	3-cyt	GO_BP	192	100	91	20749	5392	testable	1088	0	0.00026337654976041385	0.7184001387071125
MAFG	3-cyt	Hallmark	192	100	91	20749	50	testable	38	1	0.0002929979412709886	0.01464989706354943
MAFG	3-cyt	Reactome	192	100	91	20749	1816	testable	477	0	0.0027110441536530197	1.0
MAFG	Ex-4_HG	GO_BP	178	104	70	20749	5392	testable	827	0	0.00021831220551400874	1.0
MAFG	Ex-4_HG	Hallmark	178	104	70	20749	50	testable	30	0	0.04129433081375847	1.0
MAFG	Ex-4_HG	Reactome	178	104	70	20749	1816	testable	430	0	0.0028030729801615437	1.0
MAFG	IFNg	GO_BP	98	65	31	20749	5392	testable	778	0	0.0002392490129554405	0.6796033560456017
MAFG	IFNg	Hallmark	98	65	31	20749	50	testable	27	0	0.03898516659902532	0.6665628501198927
MAFG	IFNg	Reactome	98	65	31	20749	1816	testable	425	1	2.6438222788209447e-05	0.04801181258338836
MAFG	dex	GO_BP	124	87	36	20749	5392	testable	736	0	0.0007517101905655294	1.0
MAFG	dex	Hallmark	124	87	36	20749	50	testable	22	0	0.006273658730163359	0.313682936508168
MAFG	dex	Reactome	124	87	36	20749	1816	testable	441	0	0.0002204766573100523	0.348387179517429
MAFG	palmitate	GO_BP	92	56	31	20749	5392	testable	458	0	0.0004025225889056122	1.0
MAFG	palmitate	Hallmark	92	56	31	20749	50	testable	20	0	0.012626993713182112	0.49407638133952686
MAFG	palmitate	Reactome	92	56	31	20749	1816	testable	267	0	0.004630730323686492	1.0
MAFK	3-cyt	GO_BP	118	70	47	20749	5392	testable	645	0	0.002400974634829658	1.0
MAFK	3-cyt	Hallmark	118	70	47	20749	50	testable	32	2	0.00028946782925201033	0.014473391462600517
MAFK	3-cyt	Reactome	118	70	47	20749	1816	testable	398	0	0.0003171254245054698	0.5758997709019331
MAFK	Ex-4_HG	GO_BP	185	109	72	20749	5392	testable	911	0	5.6312801727143074e-05	0.30363862691275545
MAFK	Ex-4_HG	Hallmark	185	109	72	20749	50	testable	37	0	0.018729743040192898	0.6539929544423055
MAFK	Ex-4_HG	Reactome	185	109	72	20749	1816	testable	398	0	0.0014633462523221776	1.0
MAFK	IFNg	GO_BP	64	25	37	20749	5392	testable	298	0	0.0009582784564529871	1.0
MAFK	IFNg	Hallmark	64	25	37	20749	50	testable	12	0	0.07918495960438657	1.0
MAFK	IFNg	Reactome	64	25	37	20749	1816	testable	132	0	0.012281860781298599	1.0
MAFK	dex	GO_BP	195	137	57	20749	5392	testable	826	0	0.0023705043970784472	1.0
MAFK	dex	Hallmark	195	137	57	20749	50	testable	33	0	0.0036237984695305482	0.1811899234765274
MAFK	dex	Reactome	195	137	57	20749	1816	testable	492	0	0.0023705043970784472	1.0
MAFK	palmitate	GO_BP	194	146	43	20749	5392	testable	929	0	0.0023466449886939593	1.0
MAFK	palmitate	Hallmark	194	146	43	20749	50	testable	29	0	0.037244322786722295	1.0
MAFK	palmitate	Reactome	194	146	43	20749	1816	testable	411	0	0.0017857585825953664	1.0
MAX	3-cyt	GO_BP	110	81	28	20749	5392	testable	682	0	7.372296827312827e-05	0.3975142449287076
MAX	3-cyt	Hallmark	110	81	28	20749	50	testable	29	2	4.612786744235577e-11	2.306393372117788e-09
MAX	3-cyt	Reactome	110	81	28	20749	1816	testable	379	0	0.00015423334438080202	0.2800877533955365
MAX	Ex-4_HG	GO_BP	141	83	54	20749	5392	testable	744	0	0.0006104484246283677	1.0
MAX	Ex-4_HG	Hallmark	141	83	54	20749	50	testable	29	0	0.005323145859349229	0.2661572929674615
MAX	Ex-4_HG	Reactome	141	83	54	20749	1816	testable	258	0	0.005169287587714523	1.0
MAX	IFNg	GO_BP	152	72	78	20749	5392	testable	664	0	0.0007844263591694553	1.0
MAX	IFNg	Hallmark	152	72	78	20749	50	testable	23	0	0.0420477456909435	1.0
MAX	IFNg	Reactome	152	72	78	20749	1816	testable	298	0	0.0031222241560194017	1.0
MAX	dex	GO_BP	125	44	80	20749	5392	testable	710	0	0.000214323866967704	1.0
MAX	dex	Hallmark	125	44	80	20749	50	testable	22	0	0.010011789540847946	0.5005894770423973
MAX	dex	Reactome	125	44	80	20749	1816	testable	464	0	5.841166237784589e-05	0.10607557887816814
MAX	palmitate	GO_BP	182	130	47	20749	5392	testable	990	0	0.00034175593807450974	1.0
MAX	palmitate	Hallmark	182	130	47	20749	50	testable	35	0	0.04117505560874972	0.9038452320806982
MAX	palmitate	Reactome	182	130	47	20749	1816	testable	443	0	0.010154061414795367	1.0
MAZ	3-cyt	GO_BP	45	22	22	20749	5392	testable	370	0	9.592121695739468e-05	0.5172072018342722
MAZ	3-cyt	Hallmark	45	22	22	20749	50	testable	9	0	0.041974428262985905	1.0
MAZ	3-cyt	Reactome	45	22	22	20749	1816	testable	190	0	0.0002188388421116058	0.39741133727467615
MAZ	Ex-4_HG	GO_BP	171	117	50	20749	5392	testable	863	0	0.0004097425208906671	1.0
MAZ	Ex-4_HG	Hallmark	171	117	50	20749	50	testable	35	0	0.006567216139220558	0.3283608069610279
MAZ	Ex-4_HG	Reactome	171	117	50	20749	1816	testable	616	1	2.6786757242978694e-05	0.04864475115324931
MAZ	IFNg	GO_BP	188	93	93	20749	5392	testable	956	0	0.00011449504231101028	0.6173572681409675
MAZ	IFNg	Hallmark	188	93	93	20749	50	testable	33	0	0.011684913691299297	0.2441802868589036
MAZ	IFNg	Reactome	188	93	93	20749	1816	testable	457	0	0.0005403632958299831	0.5037456628828879
MAZ	dex	GO_BP	181	80	100	20749	5392	testable	821	0	0.00154414557258023	1.0
MAZ	dex	Hallmark	181	80	100	20749	50	testable	31	0	0.09418815708808548	1.0
MAZ	dex	Reactome	181	80	100	20749	1816	testable	387	0	0.003246127907991274	1.0
MAZ	palmitate	GO_BP	55	38	12	20749	5392	testable	480	0	0.00044764145610345473	1.0
MAZ	palmitate	Hallmark	55	38	12	20749	50	testable	18	0	0.04097997654139688	1.0
MAZ	palmitate	Reactome	55	38	12	20749	1816	testable	187	0	0.0008083745462419922	1.0
MBD2	3-cyt	GO_BP	137	54	82	20749	5392	testable	701	0	0.003218586124536874	1.0
MBD2	3-cyt	Hallmark	137	54	82	20749	50	testable	25	2	1.765287553496204e-06	8.82643776748102e-05
MBD2	3-cyt	Reactome	137	54	82	20749	1816	testable	452	0	0.002735223725273296	1.0
MBD2	Ex-4_HG	GO_BP	213	69	140	20749	5392	testable	1037	0	0.0020765918680472418	1.0
MBD2	Ex-4_HG	Hallmark	213	69	140	20749	50	testable	37	0	0.058854007742482034	1.0
MBD2	Ex-4_HG	Reactome	213	69	140	20749	1816	testable	497	0	0.003600919955933235	1.0
MBD2	IFNg	GO_BP	154	41	111	20749	5392	testable	933	0	6.333077889685751e-05	0.3414795598118557
MBD2	IFNg	Hallmark	154	41	111	20749	50	testable	39	0	0.0029110497191729492	0.14555248595864745
MBD2	IFNg	Reactome	154	41	111	20749	1816	testable	424	0	0.0032393268830753917	1.0
MBD2	dex	GO_BP	178	42	135	20749	5392	testable	1105	0	0.0006355816765277971	0.7635536880587923
MBD2	dex	Hallmark	178	42	135	20749	50	testable	39	0	0.011989725043746888	0.3939782659292694
MBD2	dex	Reactome	178	42	135	20749	1816	testable	689	1	2.009270840841676e-05	0.03648835846968484
MBD2	palmitate	GO_BP	176	51	120	20749	5392	testable	857	0	0.0003176921081543999	1.0
MBD2	palmitate	Hallmark	176	51	120	20749	50	testable	34	0	0.013727788331128234	0.6863894165564117
MBD2	palmitate	Reactome	176	51	120	20749	1816	testable	330	0	0.008780551127747645	1.0
MITF	3-cyt	GO_BP	201	109	91	20749	5392	testable	946	0	0.00030130747231399706	0.7897146537347067
MITF	3-cyt	Hallmark	201	109	91	20749	50	testable	29	0	0.009610498655490725	0.48052493277453623
MITF	3-cyt	Reactome	201	109	91	20749	1816	testable	442	0	0.0038559878104662388	1.0
MITF	Ex-4_HG	GO_BP	107	41	62	20749	5392	testable	582	0	0.0004594726294290622	1.0
MITF	Ex-4_HG	Hallmark	107	41	62	20749	50	testable	27	0	0.1520568857745451	1.0
MITF	Ex-4_HG	Reactome	107	41	62	20749	1816	testable	354	0	0.00044187499519782994	0.4752115350074066
MITF	IFNg	GO_BP	162	98	62	20749	5392	testable	728	0	0.0005965622777678635	1.0
MITF	IFNg	Hallmark	162	98	62	20749	50	testable	30	0	0.04772751500192163	0.9530733132061251
MITF	IFNg	Reactome	162	98	62	20749	1816	testable	350	0	0.005183658673379866	1.0
MITF	dex	GO_BP	106	50	55	20749	5392	testable	781	0	0.00038264959187251155	1.0
MITF	dex	Hallmark	106	50	55	20749	50	testable	20	0	0.07275762231009691	1.0
MITF	dex	Reactome	106	50	55	20749	1816	testable	285	0	0.0021334601863843066	1.0
MITF	palmitate	GO_BP	89	75	9	20749	5392	testable	473	0	3.343965104801276e-05	0.1803065984508848
MITF	palmitate	Hallmark	89	75	9	20749	50	testable	25	0	0.01998619128803572	0.999309564401786
MITF	palmitate	Reactome	89	75	9	20749	1816	testable	245	0	0.008560533897242484	1.0
MLX	3-cyt	GO_BP	209	87	121	20749	5392	testable	845	0	0.002051100293280668	1.0
MLX	3-cyt	Hallmark	209	87	121	20749	50	testable	33	0	0.0018709119257951372	0.09354559628975687
MLX	3-cyt	Reactome	209	87	121	20749	1816	testable	386	0	0.0027166827709630714	1.0
MLX	Ex-4_HG	GO_BP	141	68	69	20749	5392	testable	864	0	0.000892041601224371	1.0
MLX	Ex-4_HG	Hallmark	141	68	69	20749	50	testable	35	0	0.005750390945448355	0.28751954727241774
MLX	Ex-4_HG	Reactome	141	68	69	20749	1816	testable	356	0	0.0019909572896065282	1.0
MLX	IFNg	GO_BP	117	53	62	20749	5392	testable	772	0	0.00021579754860244211	0.6267281321658342
MLX	IFNg	Hallmark	117	53	62	20749	50	testable	24	3	6.089788697635178e-07	3.0448943488175892e-05
MLX	IFNg	Reactome	117	53	62	20749	1816	testable	367	0	0.002113809129563996	1.0
MLX	dex	GO_BP	177	94	82	20749	5392	testable	863	0	3.992865795615149e-05	0.21529532369956883
MLX	dex	Hallmark	177	94	82	20749	50	testable	32	0	0.045347288756125564	1.0
MLX	dex	Reactome	177	94	82	20749	1816	testable	648	0	0.0015354788938359374	1.0
MLX	palmitate	GO_BP	147	82	60	20749	5392	testable	706	0	0.0017371010549044263	1.0
MLX	palmitate	Hallmark	147	82	60	20749	50	testable	29	0	0.006625808652985772	0.3268106388724428
MLX	palmitate	Reactome	147	82	60	20749	1816	testable	250	0	0.014119503930278408	1.0
MLXIP	3-cyt	GO_BP	59	32	26	20749	5392	testable	298	0	0.002865154504805876	1.0
MLXIP	3-cyt	Hallmark	59	32	26	20749	50	testable	14	0	0.06178174116529034	1.0
MLXIP	3-cyt	Reactome	59	32	26	20749	1816	testable	126	0	0.006361853520719493	1.0
MLXIP	Ex-4_HG	GO_BP	17	6	7	20749	5392	testable	186	0	0.0019229428986872838	1.0
MLXIP	Ex-4_HG	Hallmark	17	6	7	20749	50	testable	8	0	0.04177667789549715	0.7618911366079766
MLXIP	Ex-4_HG	Reactome	17	6	7	20749	1816	testable	56	0	0.0065368672614352225	1.0
MLXIP	IFNg	GO_BP	10	4	4	20749	5392	testable	67	0	0.0001534460548858801	0.8256520202072596
MLXIP	IFNg	Hallmark	10	4	4	20749	50	testable	8	0	0.02478601056214325	0.46004128670124816
MLXIP	IFNg	Reactome	10	4	4	20749	1816	testable	15	0	0.004810111381630942	1.0
MLXIP	dex	GO_BP	160	121	38	20749	5392	testable	840	0	0.0012098279498310193	1.0
MLXIP	dex	Hallmark	160	121	38	20749	50	testable	24	0	0.00870582715759666	0.43529135787983303
MLXIP	dex	Reactome	160	121	38	20749	1816	testable	361	0	0.0028847144391841153	1.0
MLXIP	palmitate	GO_BP	147	121	21	20749	5392	testable	900	0	0.0006229939283447519	1.0
MLXIP	palmitate	Hallmark	147	121	21	20749	50	testable	28	0	0.0019639710365094883	0.0981985518254744
MLXIP	palmitate	Reactome	147	121	21	20749	1816	testable	463	0	0.0005705066480644149	0.6664500861530336
MLXIPL	3-cyt	GO_BP	96	46	49	20749	5392	testable	577	0	0.000438204002181102	1.0
MLXIPL	3-cyt	Hallmark	96	46	49	20749	50	testable	23	0	0.006389876876226033	0.1628727412251556
MLXIPL	3-cyt	Reactome	96	46	49	20749	1816	testable	289	0	0.00012634136694935876	0.22943592238003552
MLXIPL	Ex-4_HG	GO_BP	101	60	37	20749	5392	testable	713	0	3.090252675598642e-05	0.16662642426827878
MLXIPL	Ex-4_HG	Hallmark	101	60	37	20749	50	testable	23	0	0.013723849519854173	0.6861924759927087
MLXIPL	Ex-4_HG	Reactome	101	60	37	20749	1816	testable	393	1	2.1698559978713442e-05	0.03940458492134361
MLXIPL	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
MLXIPL	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
MLXIPL	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
MLXIPL	dex	GO_BP	169	118	50	20749	5392	testable	1155	0	0.00018087666880919846	0.5033870162413462
MLXIPL	dex	Hallmark	169	118	50	20749	50	testable	37	0	0.0372615405160107	0.6877558817885451
MLXIPL	dex	Reactome	169	118	50	20749	1816	testable	393	0	0.0023366360216312385	1.0
MLXIPL	palmitate	GO_BP	133	109	19	20749	5392	testable	872	0	0.00012182640256818095	0.6568879626476317
MLXIPL	palmitate	Hallmark	133	109	19	20749	50	testable	26	0	0.0012204394551866983	0.061021972759334915
MLXIPL	palmitate	Reactome	133	109	19	20749	1816	testable	380	0	6.780217916725647e-05	0.11568493371797432
MNT	3-cyt	GO_BP	201	80	120	20749	5392	testable	761	0	0.003214387795512087	1.0
MNT	3-cyt	Hallmark	201	80	120	20749	50	testable	32	0	0.0351861336063341	1.0
MNT	3-cyt	Reactome	201	80	120	20749	1816	testable	335	0	0.00012069267475431463	0.21917789735383536
MNT	Ex-4_HG	GO_BP	52	22	26	20749	5392	testable	376	0	0.001641242727819665	1.0
MNT	Ex-4_HG	Hallmark	52	22	26	20749	50	testable	18	0	0.020120960055385814	0.49709925169622576
MNT	Ex-4_HG	Reactome	52	22	26	20749	1816	testable	266	0	0.0013541450707297122	1.0
MNT	IFNg	GO_BP	47	31	14	20749	5392	testable	398	0	0.00011753116782491507	0.40151192563604915
MNT	IFNg	Hallmark	47	31	14	20749	50	testable	19	0	0.022818429140521967	0.8226760319804978
MNT	IFNg	Reactome	47	31	14	20749	1816	testable	157	0	0.0012326073250324364	1.0
MNT	dex	GO_BP	60	30	29	20749	5392	testable	462	0	0.0014990413558931596	1.0
MNT	dex	Hallmark	60	30	29	20749	50	testable	15	0	0.07327585497185586	1.0
MNT	dex	Reactome	60	30	29	20749	1816	testable	250	0	0.00017108027824707409	0.19109916691126394
MNT	palmitate	GO_BP	168	145	18	20749	5392	testable	1006	0	0.0002734231320183905	1.0
MNT	palmitate	Hallmark	168	145	18	20749	50	testable	30	0	0.02443816533919636	0.9523766635760526
MNT	palmitate	Reactome	168	145	18	20749	1816	testable	456	0	0.0017672416379955825	1.0
MNX1	3-cyt	GO_BP	122	55	66	20749	5392	testable	713	0	0.00020415877876866579	0.8689168995075265
MNX1	3-cyt	Hallmark	122	55	66	20749	50	testable	22	0	0.014208952566589047	0.7104476283294523
MNX1	3-cyt	Reactome	122	55	66	20749	1816	testable	364	0	0.0029963488323728627	1.0
MNX1	Ex-4_HG	GO_BP	143	97	42	20749	5392	testable	788	0	0.0008407686641703931	1.0
MNX1	Ex-4_HG	Hallmark	143	97	42	20749	50	testable	39	0	0.006040891125712331	0.290865441004211
MNX1	Ex-4_HG	Reactome	143	97	42	20749	1816	testable	346	2	1.7166756361363951e-06	0.0031174829552236935
MNX1	IFNg	GO_BP	149	101	46	20749	5392	testable	683	0	0.0021781084313509257	1.0
MNX1	IFNg	Hallmark	149	101	46	20749	50	testable	27	0	0.015586089854263607	0.4402292429096851
MNX1	IFNg	Reactome	149	101	46	20749	1816	testable	337	0	0.00983608310621299	1.0
MNX1	dex	GO_BP	51	30	20	20749	5392	testable	389	1	3.092154663371331e-06	0.016672897944898218
MNX1	dex	Hallmark	51	30	20	20749	50	testable	21	0	0.001389831146446531	0.06949155732232655
MNX1	dex	Reactome	51	30	20	20749	1816	testable	340	0	0.00012962703561128863	0.23540269667010014
MNX1	palmitate	GO_BP	167	110	52	20749	5392	testable	868	0	0.0007046816696307519	1.0
MNX1	palmitate	Hallmark	167	110	52	20749	50	testable	27	0	0.010314260090856592	0.5157130045428295
MNX1	palmitate	Reactome	167	110	52	20749	1816	testable	396	0	0.0003822842212506731	0.6942281457912224
NEUROD1	3-cyt	GO_BP	67	37	29	20749	5392	testable	475	0	0.0001527937737063055	0.5755013695136886
NEUROD1	3-cyt	Hallmark	67	37	29	20749	50	testable	20	0	0.008067120040183166	0.40335600200915833
NEUROD1	3-cyt	Reactome	67	37	29	20749	1816	testable	167	0	0.009720763978081564	1.0
NEUROD1	Ex-4_HG	GO_BP	202	103	95	20749	5392	testable	1000	0	0.0010623667757886806	1.0
NEUROD1	Ex-4_HG	Hallmark	202	103	95	20749	50	testable	34	0	0.019448103960882646	0.7543419992471626
NEUROD1	Ex-4_HG	Reactome	202	103	95	20749	1816	testable	637	0	0.0043560937528951404	1.0
NEUROD1	IFNg	GO_BP	174	38	134	20749	5392	testable	1053	0	0.0006140162279053036	0.9283661390472049
NEUROD1	IFNg	Hallmark	174	38	134	20749	50	testable	33	0	0.008970623215539777	0.23702425376686403
NEUROD1	IFNg	Reactome	174	38	134	20749	1816	testable	498	0	0.0002995384140167182	0.5439617598543603
NEUROD1	dex	GO_BP	175	93	81	20749	5392	testable	813	0	0.0006955938485211968	1.0
NEUROD1	dex	Hallmark	175	93	81	20749	50	testable	34	0	0.012083674027146024	0.4946647771608189
NEUROD1	dex	Reactome	175	93	81	20749	1816	testable	351	0	0.003432117218122947	1.0
NEUROD1	palmitate	GO_BP	136	89	42	20749	5392	testable	821	0	9.509504749696972e-05	0.3434522515714374
NEUROD1	palmitate	Hallmark	136	89	42	20749	50	testable	28	0	0.018705761007637548	0.7069603629785453
NEUROD1	palmitate	Reactome	136	89	42	20749	1816	testable	383	0	0.0016787671296850687	1.0
NFE2L2	3-cyt	GO_BP	92	38	53	20749	5392	testable	676	0	0.00028834894535298113	1.0
NFE2L2	3-cyt	Hallmark	92	38	53	20749	50	testable	25	0	0.018945235031992167	0.6204456185544978
NFE2L2	3-cyt	Reactome	92	38	53	20749	1816	testable	287	0	7.629164522024457e-05	0.13854562771996415
NFE2L2	Ex-4_HG	GO_BP	68	25	39	20749	5392	testable	547	0	0.00021989816041687182	1.0
NFE2L2	Ex-4_HG	Hallmark	68	25	39	20749	50	testable	18	0	0.07718756143560836	1.0
NFE2L2	Ex-4_HG	Reactome	68	25	39	20749	1816	testable	208	0	0.0004682228036982287	0.7322513152612744
NFE2L2	IFNg	GO_BP	100	25	73	20749	5392	testable	610	0	0.0004753758795956934	1.0
NFE2L2	IFNg	Hallmark	100	25	73	20749	50	testable	30	0	0.02608122622337273	0.9154369571198747
NFE2L2	IFNg	Reactome	100	25	73	20749	1816	testable	253	0	0.0020151087323260195	1.0
NFE2L2	dex	GO_BP	175	45	129	20749	5392	testable	771	0	0.0014445890560550313	1.0
NFE2L2	dex	Hallmark	175	45	129	20749	50	testable	33	0	0.007681499158706597	0.38407495793532986
NFE2L2	dex	Reactome	175	45	129	20749	1816	testable	368	0	0.004415913302754688	1.0
NFE2L2	palmitate	GO_BP	174	138	31	20749	5392	testable	803	0	0.0009072911060655349	1.0
NFE2L2	palmitate	Hallmark	174	138	31	20749	50	testable	28	0	0.03681037198865103	0.7060016219731301
NFE2L2	palmitate	Reactome	174	138	31	20749	1816	testable	272	0	0.0051324857887215134	1.0
NFIL3	3-cyt	GO_BP	129	74	54	20749	5392	testable	747	0	1.2851509926939056e-05	0.06929534152605539
NFIL3	3-cyt	Hallmark	129	74	54	20749	50	testable	27	1	0.00046660987188614774	0.02333049359430739
NFIL3	3-cyt	Reactome	129	74	54	20749	1816	testable	420	0	0.015031853940650803	1.0
NFIL3	Ex-4_HG	GO_BP	119	51	64	20749	5392	testable	654	0	0.0006722066303468109	1.0
NFIL3	Ex-4_HG	Hallmark	119	51	64	20749	50	testable	28	0	0.013350494249372888	0.584521808677081
NFIL3	Ex-4_HG	Reactome	119	51	64	20749	1816	testable	276	0	0.015336051365364848	1.0
NFIL3	IFNg	GO_BP	108	46	60	20749	5392	testable	636	0	0.0003264839885687571	1.0
NFIL3	IFNg	Hallmark	108	46	60	20749	50	testable	23	2	6.940321934698293e-05	0.0034701609673491464
NFIL3	IFNg	Reactome	108	46	60	20749	1816	testable	341	0	0.003889439407489327	1.0
NFIL3	dex	GO_BP	152	61	90	20749	5392	testable	560	0	0.0006967790324303797	1.0
NFIL3	dex	Hallmark	152	61	90	20749	50	testable	27	0	0.09801911550299455	1.0
NFIL3	dex	Reactome	152	61	90	20749	1816	testable	375	0	0.003353216794505199	1.0
NFIL3	palmitate	GO_BP	168	112	51	20749	5392	testable	852	0	0.0003261548141758015	1.0
NFIL3	palmitate	Hallmark	168	112	51	20749	50	testable	31	0	0.02721123410439366	0.830259405514599
NFIL3	palmitate	Reactome	168	112	51	20749	1816	testable	359	0	0.0022600941148861694	1.0
NFYA	3-cyt	GO_BP	176	114	61	20749	5392	testable	806	0	0.0005142235596096535	1.0
NFYA	3-cyt	Hallmark	176	114	61	20749	50	testable	28	0	0.007309735629710356	0.36548678148551783
NFYA	3-cyt	Reactome	176	114	61	20749	1816	testable	455	0	0.0004457599814999761	0.8095001264039565
NFYA	Ex-4_HG	GO_BP	155	79	72	20749	5392	testable	777	0	0.000635848420576128	1.0
NFYA	Ex-4_HG	Hallmark	155	79	72	20749	50	testable	23	0	0.1039495056232361	1.0
NFYA	Ex-4_HG	Reactome	155	79	72	20749	1816	testable	339	0	0.00037451042307662657	0.13458554642729734
NFYA	IFNg	GO_BP	130	73	55	20749	5392	testable	802	0	0.00010348535756277585	0.5579930479784874
NFYA	IFNg	Hallmark	130	73	55	20749	50	testable	28	0	0.009846431542370887	0.29239743489739706
NFYA	IFNg	Reactome	130	73	55	20749	1816	testable	300	0	0.0037597217682104555	1.0
NFYA	dex	GO_BP	157	103	53	20749	5392	testable	698	0	0.00016982578330805155	0.9021023204600409
